Geography,Labour force st,Total - Age groups,  15 to 24 years,    15 to 19 years,    20 to 24 years,  25 to 64 years,    25 to 44 years,    45 to 64 years,  65 years and over
4709062,Unemployment rate,3.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0
4709064,Total - Labour force status,895.0,95.0,55.0,40.0,480.0,185.0,295.0,325.0
4709064,  In the labour force,480.0,55.0,20.0,40.0,390.0,175.0,215.0,35.0
4709064,    Employed,450.0,40.0,0.0,35.0,375.0,160.0,215.0,30.0
4709064,    Unemployed,30.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0
4709064,  Not in the labour force,415.0,40.0,35.0,0.0,95.0,0.0,80.0,290.0
4709064,Participation rate,53.6,57.9,36.4,100.0,81.2,94.6,72.9,10.8
4709064,Employment rate,50.3,42.1,0.0,87.5,78.1,86.5,72.9,9.2
4709064,Unemployment rate,6.2,0.0,0.0,0.0,3.8,8.6,0.0,0.0
4709065,Total - Labour force status,60.0,0.0,0.0,0.0,45.0,20.0,25.0,10.0
4709065,  In the labour force,30.0,0.0,0.0,0.0,25.0,20.0,0.0,0.0
4709065,    Employed,15.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
4709065,    Unemployed,15.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0
4709065,  Not in the labour force,30.0,0.0,0.0,0.0,20.0,0.0,20.0,10.0
4709065,Participation rate,50.0,0.0,0.0,0.0,55.6,100.0,0.0,0.0
4709065,Employment rate,25.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0
4709065,Unemployment rate,50.0,0.0,0.0,0.0,40.0,75.0,0.0,0.0
4709066,Total - Labour force status,500.0,85.0,75.0,10.0,310.0,195.0,120.0,105.0
4709066,  In the labour force,290.0,30.0,20.0,0.0,255.0,180.0,75.0,0.0
4709066,    Employed,265.0,25.0,0.0,0.0,240.0,165.0,75.0,0.0
4709066,    Unemployed,20.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
4709066,  Not in the labour force,215.0,60.0,50.0,10.0,60.0,10.0,45.0,95.0
4709066,Participation rate,58.0,35.3,26.7,0.0,82.3,92.3,62.5,0.0
4709066,Employment rate,53.0,29.4,0.0,0.0,77.4,84.6,62.5,0.0
4709066,Unemployment rate,6.9,0.0,0.0,0.0,5.9,0.0,0.0,0.0
4709067,Total - Labour force status,605.0,50.0,35.0,15.0,375.0,155.0,220.0,180.0
4709067,  In the labour force,480.0,25.0,15.0,15.0,365.0,145.0,220.0,90.0
4709067,    Employed,475.0,25.0,15.0,15.0,365.0,150.0,215.0,85.0
4709067,    Unemployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4709067,  Not in the labour force,125.0,20.0,15.0,0.0,15.0,0.0,10.0,90.0
4709067,Participation rate,79.3,50.0,42.9,100.0,97.3,93.5,100.0,50.0
4709067,Employment rate,78.5,50.0,42.9,100.0,97.3,96.8,97.7,47.2
4709067,Unemployment rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4709069,Total - Labour force status,45.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
4709069,  In the labour force,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4709069,    Employed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4709069,    Unemployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4709069,  Not in the labour force,45.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
4709069,Participation rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4709069,Employment rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4709069,Unemployment rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4709071,Total - Labour force status,110.0,0.0,0.0,0.0,75.0,0.0,50.0,30.0
4709071,  In the labour force,60.0,0.0,0.0,0.0,55.0,0.0,35.0,0.0
4709071,    Employed,55.0,0.0,0.0,0.0,50.0,0.0,35.0,0.0
4709071,    Unemployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4709071,  Not in the labour force,50.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
4709071,Participation rate,54.5,0.0,0.0,0.0,73.3,0.0,70.0,0.0
4709071,Employment rate,50.0,0.0,0.0,0.0,66.7,0.0,70.0,0.0
4709071,Unemployment rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4709072,Total - Labour force status,390.0,15.0,10.0,0.0,220.0,40.0,180.0,150.0
4709072,  In the labour force,165.0,10.0,0.0,10.0,140.0,40.0,95.0,15.0
4709072,    Employed,170.0,10.0,0.0,0.0,140.0,40.0,100.0,15.0
4709072,    Unemployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4709072,  Not in the labour force,220.0,0.0,0.0,0.0,80.0,0.0,80.0,140.0
4709072,Participation rate,42.3,66.7,0.0,0.0,63.6,100.0,52.8,10.0
4709072,Employment rate,43.6,66.7,0.0,0.0,63.6,100.0,55.6,10.0
4709072,Unemployment rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4709819,Total - Labour force status,490.0,130.0,75.0,55.0,320.0,185.0,135.0,40.0
4709819,  In the labour force,205.0,40.0,15.0,25.0,165.0,100.0,70.0,0.0
4709819,    Employed,165.0,20.0,10.0,10.0,135.0,70.0,65.0,0.0
4709819,    Unemployed,45.0,10.0,10.0,0.0,30.0,25.0,10.0,0.0
4709819,  Not in the labour force,285.0,95.0,60.0,35.0,155.0,85.0,65.0,40.0
4709819,Participation rate,41.8,30.8,20.0,45.5,51.6,54.1,51.9,0.0
4709819,Employment rate,33.7,15.4,13.3,18.2,42.2,37.8,48.1,0.0
4709819,Unemployment rate,22.0,25.0,66.7,0.0,18.2,25.0,14.3,0.0
4709820,Total - Labour force status,290.0,90.0,50.0,40.0,170.0,90.0,80.0,25.0
4709820,  In the labour force,160.0,35.0,10.0,30.0,120.0,60.0,60.0,0.0
4709820,    Employed,110.0,15.0,0.0,10.0,95.0,50.0,45.0,0.0
4709820,    Unemployed,50.0,20.0,0.0,15.0,25.0,15.0,15.0,0.0
4709820,  Not in the labour force,130.0,50.0,40.0,10.0,55.0,30.0,25.0,20.0
4709820,Participation rate,55.2,38.9,20.0,75.0,70.6,66.7,75.0,0.0
4709820,Employment rate,37.9,16.7,0.0,25.0,55.9,55.6,56.2,0.0
4709820,Unemployment rate,31.2,57.1,0.0,50.0,20.8,25.0,25.0,0.0
4709821,Total - Labour force status,75.0,25.0,15.0,0.0,45.0,25.0,25.0,0.0
4709821,  In the labour force,40.0,10.0,0.0,0.0,35.0,20.0,15.0,0.0
4709821,    Employed,30.0,10.0,0.0,0.0,25.0,15.0,10.0,0.0
4709821,    Unemployed,10.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0
4709821,  Not in the labour force,40.0,20.0,15.0,0.0,20.0,10.0,10.0,0.0
4709821,Participation rate,53.3,40.0,0.0,0.0,77.8,80.0,60.0,0.0
4709821,Employment rate,40.0,40.0,0.0,0.0,55.6,60.0,40.0,0.0
4709821,Unemployment rate,25.0,0.0,0.0,0.0,28.6,0.0,66.7,0.0
4710,Total - Labour force status,13765.0,1960.0,1170.0,785.0,8445.0,3185.0,5265.0,3360.0
4710,  In the labour force,8930.0,1060.0,455.0,600.0,6905.0,2585.0,4315.0,965.0
4710,    Employed,8490.0,950.0,410.0,540.0,6585.0,2430.0,4155.0,955.0
4710,    Unemployed,440.0,105.0,45.0,60.0,320.0,155.0,160.0,15.0
4710,  Not in the labour force,4840.0,900.0,715.0,180.0,1550.0,600.0,950.0,2395.0
4710,Participation rate,64.9,54.1,38.9,76.4,81.8,81.2,82.0,28.7
4710,Employment rate,61.7,48.5,35.0,68.8,78.0,76.3,78.9,28.4
4710,Unemployment rate,4.9,9.9,9.9,10.0,4.6,6.0,3.7,1.6
4710003,Total - Labour force status,330.0,45.0,35.0,15.0,220.0,140.0,80.0,65.0
4710003,  In the labour force,280.0,30.0,20.0,10.0,205.0,140.0,70.0,45.0
4710003,    Employed,275.0,30.0,20.0,0.0,205.0,135.0,65.0,45.0
4710003,    Unemployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4710003,  Not in the labour force,50.0,10.0,15.0,0.0,15.0,0.0,10.0,20.0
4710003,Participation rate,84.8,66.7,57.1,66.7,93.2,100.0,87.5,69.2
4710003,Employment rate,83.3,66.7,57.1,0.0,93.2,96.4,81.2,69.2
4710003,Unemployment rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4710008,Total - Labour force status,290.0,45.0,0.0,0.0,165.0,10.0,150.0,80.0
4710008,  In the labour force,235.0,0.0,0.0,0.0,160.0,10.0,145.0,55.0
4710008,    Employed,235.0,0.0,0.0,0.0,155.0,10.0,145.0,55.0
4710008,    Unemployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4710008,  Not in the labour force,50.0,0.0,0.0,0.0,10.0,0.0,0.0,25.0
4710008,Participation rate,81.0,0.0,0.0,0.0,97.0,100.0,96.7,68.8
4710008,Employment rate,81.0,0.0,0.0,0.0,93.9,100.0,96.7,68.8
4710008,Unemployment rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4710009,Total - Labour force status,165.0,0.0,0.0,0.0,90.0,60.0,30.0,60.0
4710009,  In the labour force,100.0,0.0,0.0,0.0,85.0,65.0,25.0,0.0
4710009,    Employed,90.0,0.0,0.0,0.0,85.0,60.0,20.0,0.0
4710009,    Unemployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4710009,  Not in the labour force,65.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
4710009,Participation rate,60.6,0.0,0.0,0.0,94.4,100.0,83.3,0.0
4710009,Employment rate,54.5,0.0,0.0,0.0,94.4,100.0,66.7,0.0
4710009,Unemployment rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4710014,Total - Labour force status,235.0,35.0,25.0,10.0,150.0,30.0,115.0,50.0
4710014,  In the labour force,190.0,25.0,10.0,10.0,120.0,30.0,85.0,50.0
4710014,    Employed,190.0,25.0,10.0,10.0,115.0,35.0,80.0,45.0
4710014,    Unemployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4710014,  Not in the labour force,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4710014,Participation rate,80.9,71.4,40.0,100.0,80.0,100.0,73.9,100.0
4710014,Employment rate,80.9,71.4,40.0,100.0,76.7,100.0,69.6,90.0
4710014,Unemployment rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4710024,Total - Labour force status,415.0,40.0,25.0,20.0,250.0,80.0,165.0,125.0
4710024,  In the labour force,280.0,25.0,0.0,20.0,200.0,50.0,155.0,50.0
4710024,    Employed,275.0,30.0,0.0,20.0,200.0,45.0,155.0,50.0
4710024,    Unemployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4710024,  Not in the labour force,140.0,0.0,0.0,0.0,45.0,35.0,15.0,70.0
4710024,Participation rate,67.5,62.5,0.0,100.0,80.0,62.5,93.9,40.0
4710024,Employment rate,66.3,75.0,0.0,100.0,80.0,56.2,93.9,40.0
4710024,Unemployment rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4710027,Total - Labour force status,475.0,70.0,40.0,30.0,305.0,115.0,190.0,100.0
4710027,  In the labour force,320.0,40.0,0.0,30.0,265.0,100.0,160.0,0.0
4710027,    Employed,310.0,35.0,0.0,25.0,250.0,100.0,150.0,0.0
4710027,    Unemployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4710027,  Not in the labour force,160.0,35.0,35.0,0.0,45.0,0.0,30.0,85.0
4710027,Participation rate,67.4,57.1,0.0,100.0,86.9,87.0,84.2,0.0
4710027,Employment rate,65.3,50.0,0.0,83.3,82.0,87.0,78.9,0.0
4710027,Unemployment rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4710028,Total - Labour force status,85.0,0.0,0.0,0.0,65.0,10.0,50.0,15.0
4710028,  In the labour force,20.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0
4710028,    Employed,20.0,0.0,0.0,0.0,20.0,0.0,15.0,0.0
4710028,    Unemployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4710028,  Not in the labour force,60.0,0.0,0.0,0.0,45.0,0.0,40.0,15.0
4710028,Participation rate,23.5,0.0,0.0,0.0,30.8,0.0,20.0,0.0
4710028,Employment rate,23.5,0.0,0.0,0.0,30.8,0.0,30.0,0.0
4710028,Unemployment rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4710029,Total - Labour force status,180.0,35.0,20.0,0.0,80.0,50.0,30.0,65.0
4710029,  In the labour force,65.0,0.0,0.0,0.0,50.0,30.0,20.0,0.0
4710029,    Employed,55.0,0.0,0.0,0.0,50.0,25.0,20.0,0.0
4710029,    Unemployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4710029,  Not in the labour force,115.0,25.0,0.0,0.0,35.0,20.0,10.0,55.0
4710029,Participation rate,36.1,0.0,0.0,0.0,62.5,60.0,66.7,0.0
4710029,Employment rate,30.6,0.0,0.0,0.0,62.5,50.0,66.7,0.0
4710029,Unemployment rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4710031,Total - Labour force status,395.0,50.0,30.0,15.0,200.0,45.0,155.0,150.0
4710031,  In the labour force,315.0,35.0,20.0,15.0,175.0,45.0,130.0,105.0
4710031,    Employed,310.0,35.0,15.0,15.0,165.0,35.0,130.0,105.0
4710031,    Unemployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4710031,  Not in the labour force,80.0,0.0,0.0,0.0,25.0,0.0,20.0,40.0
4710031,Participation rate,79.7,70.0,66.7,100.0,87.5,100.0,83.9,70.0
4710031,Employment rate,78.5,70.0,50.0,100.0,82.5,77.8,83.9,70.0
4710031,Unemployment rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4710036,Total - Labour force status,495.0,65.0,25.0,35.0,340.0,110.0,230.0,90.0
4710036,  In the labour force,435.0,55.0,20.0,35.0,320.0,110.0,210.0,60.0
4710036,    Employed,425.0,55.0,20.0,35.0,310.0,100.0,210.0,60.0
4710036,    Unemployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4710036,  Not in the labour force,55.0,0.0,0.0,0.0,20.0,0.0,20.0,30.0
4710036,Participation rate,87.9,84.6,80.0,100.0,94.1,100.0,91.3,66.7
4710036,Employment rate,85.9,84.6,80.0,100.0,91.2,90.9,91.3,66.7
4710036,Unemployment rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4710043,Total - Labour force status,50.0,0.0,0.0,0.0,25.0,20.0,0.0,10.0
4710043,  In the labour force,35.0,0.0,0.0,0.0,25.0,15.0,0.0,0.0
4710043,    Employed,35.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0
4710043,    Unemployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4710043,  Not in the labour force,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4710043,Participation rate,70.0,0.0,0.0,0.0,100.0,75.0,0.0,0.0
4710043,Employment rate,70.0,0.0,0.0,0.0,80.0,100.0,0.0,0.0
4710043,Unemployment rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4710046,Total - Labour force status,495.0,55.0,50.0,0.0,360.0,85.0,275.0,75.0
4710046,  In the labour force,420.0,45.0,40.0,0.0,345.0,75.0,265.0,35.0
4710046,    Employed,410.0,35.0,35.0,0.0,340.0,75.0,265.0,30.0
4710046,    Unemployed,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4710046,  Not in the labour force,70.0,0.0,0.0,0.0,15.0,0.0,0.0,45.0
4710046,Participation rate,84.8,81.8,80.0,0.0,95.8,88.2,96.4,46.7
4710046,Employment rate,82.8,63.6,70.0,0.0,94.4,88.2,96.4,40.0
4710046,Unemployment rate,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4710047,Total - Labour force status,1425.0,155.0,95.0,60.0,865.0,430.0,435.0,405.0
4710047,  In the labour force,880.0,115.0,60.0,55.0,740.0,390.0,350.0,25.0
4710047,    Employed,820.0,80.0,55.0,20.0,720.0,380.0,340.0,25.0
4710047,    Unemployed,55.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
4710047,  Not in the labour force,545.0,40.0,35.0,0.0,130.0,45.0,85.0,380.0
4710047,Participation rate,61.8,74.2,63.2,91.7,85.5,90.7,80.5,6.2
4710047,Employment rate,57.5,51.6,57.9,33.3,83.2,88.4,78.2,6.2
4710047,Unemployment rate,6.2,0.0,0.0,0.0,2.0,0.0,0.0,0.0
4710052,Total - Labour force status,215.0,35.0,0.0,0.0,140.0,45.0,90.0,45.0
4710052,  In the labour force,160.0,30.0,0.0,0.0,120.0,45.0,75.0,0.0
4710052,    Employed,155.0,30.0,0.0,0.0,115.0,45.0,70.0,0.0
4710052,    Unemployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4710052,  Not in the labour force,50.0,0.0,0.0,0.0,15.0,0.0,15.0,30.0
4710052,Participation rate,74.4,85.7,0.0,0.0,85.7,100.0,83.3,0.0
4710052,Employment rate,72.1,85.7,0.0,0.0,82.1,100.0,77.8,0.0
4710052,Unemployment rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4710054,Total - Labour force status,145.0,0.0,0.0,0.0,110.0,0.0,100.0,30.0
4710054,  In the labour force,125.0,0.0,0.0,0.0,105.0,0.0,95.0,15.0
4710054,    Employed,125.0,0.0,0.0,0.0,105.0,0.0,95.0,20.0
4710054,    Unemployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4710054,  Not in the labour force,20.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
4710054,Participation rate,86.2,0.0,0.0,0.0,95.5,0.0,95.0,50.0
4710054,Employment rate,86.2,0.0,0.0,0.0,95.5,0.0,95.0,66.7
4710054,Unemployment rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4710058,Total - Labour force status,345.0,40.0,15.0,25.0,195.0,55.0,140.0,110.0
4710058,  In the labour force,280.0,20.0,0.0,25.0,170.0,55.0,115.0,0.0
4710058,    Employed,270.0,25.0,0.0,25.0,160.0,55.0,105.0,0.0
4710058,    Unemployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4710058,  Not in the labour force,65.0,20.0,15.0,0.0,30.0,0.0,30.0,20.0
4710058,Participation rate,81.2,50.0,0.0,100.0,87.2,100.0,82.1,0.0
4710058,Employment rate,78.3,62.5,0.0,100.0,82.1,100.0,75.0,0.0
4710058,Unemployment rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4710061,Total - Labour force status,180.0,0.0,0.0,0.0,155.0,20.0,140.0,20.0
4710061,  In the labour force,110.0,0.0,0.0,0.0,110.0,15.0,95.0,0.0
4710061,    Employed,105.0,0.0,0.0,0.0,105.0,0.0,95.0,0.0
4710061,    Unemployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4710061,  Not in the labour force,65.0,0.0,0.0,0.0,50.0,0.0,0.0,15.0
4710061,Participation rate,61.1,0.0,0.0,0.0,71.0,75.0,67.9,0.0
4710061,Employment rate,58.3,0.0,0.0,0.0,67.7,0.0,67.9,0.0
4710061,Unemployment rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4710064,Total - Labour force status,375.0,45.0,40.0,0.0,185.0,90.0,100.0,140.0
4710064,  In the labour force,200.0,30.0,25.0,0.0,170.0,85.0,75.0,0.0
4710064,    Employed,185.0,30.0,20.0,0.0,150.0,85.0,65.0,0.0
4710064,    Unemployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4710064,  Not in the labour force,175.0,0.0,0.0,0.0,20.0,0.0,15.0,135.0
4710064,Participation rate,53.3,66.7,62.5,0.0,91.9,94.4,75.0,0.0
4710064,Employment rate,49.3,66.7,50.0,0.0,81.1,94.4,65.0,0.0
4710064,Unemployment rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4710822,Total - Labour force status,350.0,100.0,55.0,45.0,230.0,155.0,75.0,20.0
4710822,  In the labour force,155.0,20.0,10.0,10.0,130.0,90.0,40.0,0.0
4710822,    Employed,110.0,10.0,0.0,10.0,100.0,65.0,35.0,0.0
4710822,    Unemployed,40.0,10.0,0.0,0.0,35.0,25.0,0.0,0.0
4710822,  Not in the labour force,195.0,80.0,50.0,35.0,100.0,65.0,40.0,15.0
4710822,Participation rate,44.3,20.0,18.2,22.2,56.5,58.1,53.3,0.0
4710822,Employment rate,31.4,10.0,0.0,22.2,43.5,41.9,46.7,0.0
4710822,Unemployment rate,25.8,50.0,0.0,0.0,26.9,27.8,0.0,0.0
4710823,Total - Labour force status,630.0,185.0,115.0,75.0,395.0,240.0,155.0,45.0
4710823,  In the labour force,245.0,30.0,0.0,20.0,210.0,115.0,95.0,0.0
4710823,    Employed,180.0,15.0,0.0,10.0,160.0,80.0,85.0,0.0
4710823,    Unemployed,65.0,15.0,0.0,15.0,50.0,35.0,15.0,0.0
4710823,  Not in the labour force,385.0,155.0,105.0,55.0,185.0,125.0,60.0,40.0
4710823,Participation rate,38.9,16.2,0.0,26.7,53.2,47.9,61.3,0.0
4710823,Employment rate,28.6,8.1,0.0,13.3,40.5,33.3,54.8,0.0
4710823,Unemployment rate,26.5,50.0,0.0,75.0,23.8,30.4,15.8,0.0
4710824,Total - Labour force status,110.0,35.0,25.0,15.0,60.0,25.0,40.0,15.0
4710824,  In the labour force,60.0,15.0,10.0,10.0,45.0,15.0,25.0,0.0
4710824,    Employed,55.0,15.0,10.0,0.0,35.0,10.0,20.0,0.0
4710824,    Unemployed,10.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0
4710824,  Not in the labour force,50.0,20.0,15.0,0.0,20.0,0.0,15.0,15.0
4710824,Participation rate,54.5,42.9,40.0,66.7,75.0,60.0,62.5,0.0
4710824,Employment rate,50.0,42.9,40.0,0.0,58.3,40.0,50.0,0.0
4710824,Unemployment rate,16.7,0.0,0.0,0.0,22.2,0.0,40.0,0.0
4710825,Total - Labour force status,500.0,160.0,95.0,60.0,300.0,175.0,120.0,40.0
4710825,  In the labour force,200.0,30.0,0.0,25.0,165.0,100.0,70.0,0.0
4710825,    Employed,150.0,25.0,0.0,25.0,125.0,65.0,60.0,0.0
4710825,    Unemployed,50.0,0.0,0.0,0.0,40.0,35.0,10.0,0.0
4710825,  Not in the labour force,300.0,130.0,90.0,35.0,135.0,85.0,50.0,40.0
4710825,Participation rate,40.0,18.8,0.0,41.7,55.0,57.1,58.3,0.0
4710825,Employment rate,30.0,15.6,0.0,41.7,41.7,37.1,50.0,0.0
4710825,Unemployment rate,25.0,0.0,0.0,0.0,24.2,35.0,14.3,0.0
4710826,Total - Labour force status,305.0,85.0,60.0,25.0,185.0,105.0,80.0,35.0
4710826,  In the labour force,120.0,10.0,0.0,10.0,105.0,60.0,45.0,0.0
4710826,    Employed,85.0,10.0,0.0,0.0,75.0,35.0,35.0,0.0
4710826,    Unemployed,30.0,0.0,0.0,0.0,30.0,20.0,0.0,0.0
4710826,  Not in the labour force,185.0,70.0,60.0,15.0,80.0,45.0,30.0,35.0
4710826,Participation rate,39.3,11.8,0.0,40.0,56.8,57.1,56.2,0.0
4710826,Employment rate,27.9,11.8,0.0,0.0,40.5,33.3,43.8,0.0
4710826,Unemployment rate,25.0,0.0,0.0,0.0,28.6,33.3,0.0,0.0
4711,Total - Labour force status,217990.0,41835.0,18025.0,23815.0,145125.0,75770.0,69355.0,31025.0
4711,  In the labour force,156920.0,28890.0,9195.0,19695.0,122715.0,66625.0,56095.0,5310.0
4711,    Employed,148375.0,25195.0,7815.0,17385.0,118035.0,63590.0,54445.0,5140.0
4711,    Unemployed,8545.0,3690.0,1380.0,2310.0,4685.0,3035.0,1650.0,165.0
4711,  Not in the labour force,61075.0,12945.0,8830.0,4115.0,22410.0,9145.0,13265.0,25715.0
4711,Participation rate,72.0,69.1,51.0,82.7,84.6,87.9,80.9,17.1
4711,Employment rate,68.1,60.2,43.4,73.0,81.3,83.9,78.5,16.6
4711,Unemployment rate,5.4,12.8,15.0,11.7,3.8,4.6,2.9,3.1
4711002,Total - Labour force status,40.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0
4711002,  In the labour force,30.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0
4711002,    Employed,30.0,0.0,0.0,0.0,20.0,25.0,0.0,0.0
4711002,    Unemployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4711002,  Not in the labour force,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4711002,Participation rate,75.0,0.0,0.0,0.0,80.0,80.0,0.0,0.0
4711002,Employment rate,75.0,0.0,0.0,0.0,80.0,100.0,0.0,0.0
4711002,Unemployment rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4711007,Total - Labour force status,55.0,0.0,0.0,0.0,35.0,0.0,35.0,0.0
4711007,  In the labour force,40.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0
4711007,    Employed,40.0,0.0,0.0,0.0,30.0,0.0,20.0,0.0
4711007,    Unemployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4711007,  Not in the labour force,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4711007,Participation rate,72.7,0.0,0.0,0.0,71.4,0.0,71.4,0.0
4711007,Employment rate,72.7,0.0,0.0,0.0,85.7,0.0,57.1,0.0
4711007,Unemployment rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4711009,Total - Labour force status,35.0,0.0,0.0,0.0,25.0,10.0,15.0,0.0
4711009,  In the labour force,25.0,0.0,0.0,0.0,25.0,0.0,15.0,0.0
4711009,    Employed,20.0,0.0,0.0,0.0,25.0,0.0,15.0,0.0
4711009,    Unemployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4711009,  Not in the labour force,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4711009,Participation rate,71.4,0.0,0.0,0.0,100.0,0.0,100.0,0.0
4711009,Employment rate,57.1,0.0,0.0,0.0,100.0,0.0,100.0,0.0
4711009,Unemployment rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4711011,Total - Labour force status,180.0,0.0,0.0,0.0,140.0,65.0,75.0,40.0
4711011,  In the labour force,150.0,0.0,0.0,0.0,125.0,60.0,75.0,20.0
4711011,    Employed,140.0,0.0,0.0,0.0,120.0,55.0,65.0,20.0
4711011,    Unemployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4711011,  Not in the labour force,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4711011,Participation rate,83.3,0.0,0.0,0.0,89.3,92.3,100.0,50.0
4711011,Employment rate,77.8,0.0,0.0,0.0,85.7,84.6,86.7,50.0
4711011,Unemployment rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4711021,Total - Labour force status,90.0,0.0,0.0,0.0,60.0,30.0,30.0,20.0
4711021,  In the labour force,55.0,0.0,0.0,0.0,45.0,20.0,20.0,0.0
4711021,    Employed,55.0,0.0,0.0,0.0,45.0,20.0,20.0,0.0
4711021,    Unemployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4711021,  Not in the labour force,35.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
4711021,Participation rate,61.1,0.0,0.0,0.0,75.0,66.7,66.7,0.0
4711021,Employment rate,61.1,0.0,0.0,0.0,75.0,66.7,66.7,0.0
4711021,Unemployment rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
