Geography,Labour Force Ac,Total - Age groups,  15-19 years,  20-24 years,  25-44 years,    25-29 years,    30-34 years,    35-44 years,  45-64 years,    45-54 years,    55-64 years,  65 years and over
47003,  Not in the labour force,18025.0,4230.0,1790.0,4405.0,1435.0,1160.0,1805.0,3415.0,1430.0,1985.0,4190.0
47003,Participation rate,58.1,27.9,55.1,74.1,64.9,72.6,79.1,69.6,78.7,56.3,15.7
47003,Employment rate,47.8,21.2,37.0,59.3,46.7,55.8,67.0,62.3,70.6,50.3,15.2
47003,Unemployment rate,17.8,23.9,33.2,20.0,28.2,23.0,15.4,10.4,10.2,10.9,2.6
47004,Total - Labour force activity,50450.0,5120.0,3135.0,15430.0,2825.0,3040.0,9565.0,15050.0,8835.0,6210.0,11715.0
47004,  In the labour force,35345.0,2800.0,2645.0,13965.0,2490.0,2610.0,8870.0,12560.0,7975.0,4580.0,3375.0
47004,    Employed,34355.0,2615.0,2425.0,13635.0,2395.0,2535.0,8705.0,12315.0,7845.0,4470.0,3360.0
47004,    Unemployed,995.0,185.0,215.0,330.0,90.0,80.0,165.0,240.0,130.0,110.0,20.0
47004,  Not in the labour force,15100.0,2320.0,490.0,1465.0,340.0,430.0,695.0,2490.0,860.0,1630.0,8335.0
47004,Participation rate,70.1,54.7,84.4,90.5,88.1,85.9,92.7,83.5,90.3,73.8,28.8
47004,Employment rate,68.1,51.1,77.4,88.4,84.8,83.4,91.0,81.8,88.8,72.0,28.7
47004,Unemployment rate,2.8,6.6,8.1,2.4,3.6,3.1,1.9,1.9,1.6,2.4,0.6
47005,Total - Labour force activity,53950.0,5025.0,4555.0,18005.0,3920.0,3980.0,10105.0,15315.0,9285.0,6040.0,11040.0
47005,  In the labour force,35460.0,2855.0,3745.0,15765.0,3355.0,3435.0,8980.0,11910.0,8265.0,3645.0,1185.0
47005,    Employed,33385.0,2510.0,3270.0,14970.0,3130.0,3210.0,8635.0,11460.0,7940.0,3515.0,1170.0
47005,    Unemployed,2070.0,345.0,470.0,795.0,225.0,225.0,340.0,450.0,320.0,125.0,10.0
47005,  Not in the labour force,18495.0,2175.0,815.0,2240.0,565.0,545.0,1130.0,3410.0,1020.0,2385.0,9855.0
47005,Participation rate,65.7,56.8,82.2,87.6,85.6,86.3,88.9,77.8,89.0,60.3,10.7
47005,Employment rate,61.9,50.0,71.8,83.1,79.8,80.7,85.5,74.8,85.5,58.2,10.6
47005,Unemployment rate,5.8,12.1,12.6,5.0,6.7,6.6,3.8,3.8,3.9,3.4,0.8
47006,Total - Labour force activity,55475.0,5690.0,4255.0,18635.0,3970.0,4260.0,10405.0,16005.0,9545.0,6460.0,10885.0
47006,  In the labour force,36655.0,3215.0,3340.0,16125.0,3230.0,3640.0,9250.0,12360.0,8160.0,4205.0,1620.0
47006,    Employed,33950.0,2760.0,2760.0,15010.0,2935.0,3330.0,8755.0,11850.0,7880.0,3970.0,1565.0
47006,    Unemployed,2705.0,450.0,575.0,1115.0,300.0,315.0,505.0,510.0,280.0,230.0,55.0
47006,  Not in the labour force,18825.0,2480.0,920.0,2510.0,740.0,620.0,1150.0,3645.0,1385.0,2260.0,9270.0
47006,Participation rate,66.1,56.5,78.5,86.5,81.4,85.4,88.9,77.2,85.5,65.1,14.9
47006,Employment rate,61.2,48.5,64.9,80.5,73.9,78.2,84.1,74.0,82.6,61.5,14.4
47006,Unemployment rate,7.4,14.0,17.2,6.9,9.3,8.7,5.5,4.1,3.4,5.5,3.4
47007,Total - Labour force activity,52660.0,5285.0,4460.0,18645.0,4170.0,4275.0,10205.0,14945.0,8865.0,6085.0,9325.0
47007,  In the labour force,34580.0,2695.0,3380.0,15755.0,3310.0,3610.0,8840.0,11350.0,7575.0,3775.0,1395.0
47007,    Employed,32000.0,2350.0,2925.0,14470.0,2980.0,3270.0,8215.0,10885.0,7290.0,3595.0,1370.0
47007,    Unemployed,2580.0,345.0,455.0,1290.0,325.0,335.0,625.0,465.0,285.0,180.0,30.0
47007,  Not in the labour force,18080.0,2595.0,1080.0,2885.0,860.0,665.0,1365.0,3595.0,1285.0,2310.0,7930.0
47007,Participation rate,65.7,51.0,75.8,84.5,79.4,84.4,86.6,75.9,85.4,62.0,15.0
47007,Employment rate,60.8,44.5,65.6,77.6,71.5,76.5,80.5,72.8,82.2,59.1,14.7
47007,Unemployment rate,7.5,12.8,13.5,8.2,9.8,9.3,7.1,4.1,3.8,4.8,2.2
47008,Total - Labour force activity,51560.0,5765.0,4555.0,19080.0,3780.0,3795.0,11510.0,15350.0,9990.0,5360.0,6815.0
47008,  In the labour force,38255.0,3525.0,3920.0,17395.0,3325.0,3435.0,10635.0,12275.0,8985.0,3290.0,1140.0
47008,    Employed,36475.0,3155.0,3455.0,16785.0,3120.0,3310.0,10355.0,11955.0,8760.0,3200.0,1120.0
47008,    Unemployed,1780.0,375.0,465.0,605.0,205.0,125.0,275.0,320.0,230.0,85.0,15.0
47008,  Not in the labour force,13305.0,2240.0,630.0,1685.0,455.0,355.0,880.0,3075.0,1005.0,2070.0,5675.0
47008,Participation rate,74.2,61.1,86.1,91.2,88.0,90.5,92.4,80.0,89.9,61.4,16.7
47008,Employment rate,70.7,54.7,75.9,88.0,82.5,87.2,90.0,77.9,87.7,59.7,16.4
47008,Unemployment rate,4.7,10.6,11.9,3.5,6.2,3.6,2.6,2.6,2.6,2.6,1.3
47009,Total - Labour force activity,58330.0,5820.0,6535.0,21225.0,5105.0,4585.0,11535.0,15190.0,9300.0,5885.0,9560.0
47009,  In the labour force,41585.0,3405.0,5440.0,18585.0,4160.0,4025.0,10395.0,12385.0,8430.0,3960.0,1775.0
47009,    Employed,39050.0,3010.0,4710.0,17665.0,3815.0,3835.0,10010.0,11920.0,8165.0,3755.0,1740.0
47009,    Unemployed,2530.0,390.0,730.0,925.0,345.0,190.0,385.0,460.0,265.0,200.0,35.0
47009,  Not in the labour force,16745.0,2425.0,1100.0,2640.0,945.0,555.0,1135.0,2800.0,875.0,1930.0,7780.0
47009,Participation rate,71.3,58.5,83.2,87.6,81.5,87.8,90.1,81.5,90.6,67.3,18.6
47009,Employment rate,66.9,51.7,72.1,83.2,74.7,83.6,86.8,78.5,87.8,63.8,18.2
47009,Unemployment rate,6.1,11.5,13.4,5.0,8.3,4.7,3.7,3.7,3.1,5.1,2.0
47010,Total - Labour force activity,53640.0,5615.0,4915.0,20970.0,4985.0,4730.0,11265.0,14675.0,9300.0,5375.0,7460.0
47010,  In the labour force,35990.0,2595.0,3775.0,17505.0,3885.0,3935.0,9685.0,11085.0,7755.0,3335.0,1020.0
47010,    Employed,33005.0,2240.0,3235.0,15965.0,3385.0,3535.0,9050.0,10590.0,7450.0,3145.0,980.0
47010,    Unemployed,2980.0,360.0,545.0,1545.0,505.0,400.0,640.0,495.0,305.0,190.0,40.0
47010,  Not in the labour force,17655.0,3015.0,1140.0,3465.0,1100.0,795.0,1575.0,3590.0,1545.0,2045.0,6445.0
47010,Participation rate,67.1,46.2,76.8,83.5,77.9,83.2,86.0,75.5,83.4,62.0,13.7
47010,Employment rate,61.5,39.9,65.8,76.1,67.9,74.7,80.3,72.2,80.1,58.5,13.1
47010,Unemployment rate,8.3,13.9,14.4,8.8,13.0,10.2,6.6,4.5,3.9,5.7,3.9
47011,Total - Labour force activity,51595.0,5095.0,3605.0,16600.0,3350.0,3485.0,9755.0,14850.0,8755.0,6095.0,11450.0
47011,  In the labour force,36160.0,2945.0,3190.0,15115.0,3000.0,3080.0,9035.0,12370.0,7925.0,4440.0,2535.0
47011,    Employed,34705.0,2660.0,2935.0,14540.0,2865.0,2935.0,8740.0,12070.0,7745.0,4320.0,2510.0
47011,    Unemployed,1460.0,290.0,260.0,580.0,140.0,145.0,295.0,305.0,185.0,120.0,25.0
47011,  Not in the labour force,15435.0,2145.0,410.0,1485.0,355.0,405.0,725.0,2480.0,825.0,1655.0,8915.0
47011,Participation rate,70.1,57.8,88.5,91.1,89.6,88.4,92.6,83.3,90.5,72.8,22.1
47011,Employment rate,67.3,52.2,81.4,87.6,85.5,84.2,89.6,81.3,88.5,70.9,21.9
47011,Unemployment rate,4.0,9.8,8.2,3.8,4.7,4.7,3.3,2.5,2.3,2.7,1.0
47012,Total - Labour force activity,59050.0,6200.0,5630.0,21540.0,4745.0,4825.0,11970.0,16590.0,10525.0,6070.0,9090.0
47012,  In the labour force,41350.0,3290.0,4775.0,19025.0,3995.0,4230.0,10800.0,13075.0,9185.0,3885.0,1195.0
47012,    Employed,38875.0,2855.0,4245.0,17895.0,3590.0,4025.0,10280.0,12705.0,8940.0,3760.0,1175.0
47012,    Unemployed,2480.0,435.0,525.0,1130.0,405.0,205.0,520.0,365.0,245.0,125.0,20.0
47012,  Not in the labour force,17695.0,2905.0,855.0,2520.0,750.0,595.0,1175.0,3520.0,1335.0,2180.0,7895.0
47012,Participation rate,70.0,53.1,84.8,88.3,84.2,87.7,90.2,78.8,87.3,64.0,13.1
47012,Employment rate,65.8,46.0,75.4,83.1,75.7,83.4,85.9,76.6,84.9,61.9,12.9
47012,Unemployment rate,6.0,13.2,11.0,5.9,10.1,4.8,4.8,2.8,2.7,3.2,1.7
47013,Total - Labour force activity,57850.0,5340.0,5990.0,21075.0,4730.0,4775.0,11570.0,15960.0,10010.0,5950.0,9485.0
47013,  In the labour force,40075.0,3035.0,5055.0,18685.0,4090.0,4170.0,10425.0,12310.0,8635.0,3675.0,990.0
47013,    Employed,37705.0,2555.0,4560.0,17770.0,3855.0,3925.0,9990.0,11870.0,8350.0,3520.0,955.0
47013,    Unemployed,2375.0,480.0,500.0,920.0,240.0,245.0,435.0,435.0,280.0,155.0,40.0
47013,  Not in the labour force,17770.0,2305.0,940.0,2385.0,640.0,600.0,1145.0,3650.0,1375.0,2275.0,8490.0
47013,Participation rate,69.3,56.8,84.4,88.7,86.5,87.3,90.1,77.1,86.3,61.8,10.4
47013,Employment rate,65.2,47.8,76.1,84.3,81.5,82.2,86.3,74.4,83.4,59.2,10.1
47013,Unemployment rate,5.9,15.8,9.9,4.9,5.9,5.9,4.2,3.5,3.2,4.2,4.0
47014,Total - Labour force activity,54015.0,5010.0,3250.0,15080.0,2925.0,3145.0,9015.0,16635.0,9315.0,7325.0,14030.0
47014,  In the labour force,33460.0,2725.0,2655.0,13140.0,2405.0,2655.0,8075.0,12590.0,8150.0,4440.0,2355.0
47014,    Employed,31540.0,2345.0,2220.0,12430.0,2260.0,2480.0,7685.0,12210.0,7935.0,4275.0,2340.0
47014,    Unemployed,1920.0,375.0,435.0,710.0,150.0,175.0,385.0,385.0,220.0,165.0,15.0
47014,  Not in the labour force,20550.0,2290.0,600.0,1945.0,520.0,490.0,940.0,4045.0,1165.0,2885.0,11680.0
47014,Participation rate,61.9,54.4,81.7,87.1,82.2,84.4,89.6,75.7,87.5,60.6,16.8
47014,Employment rate,58.4,46.8,68.3,82.4,77.3,78.9,85.2,73.4,85.2,58.4,16.7
47014,Unemployment rate,5.7,13.8,16.4,5.4,6.2,6.6,4.8,3.1,2.7,3.7,0.6
48,Total - Labour force activity,2322025.0,221655.0,213670.0,943520.0,210070.0,217785.0,515665.0,658835.0,418820.0,240015.0,284340.0
48,  In the labour force,1696755.0,129170.0,181970.0,825135.0,181965.0,187725.0,455445.0,519840.0,364500.0,155340.0,40640.0
48,    Employed,1608835.0,114080.0,164975.0,788335.0,171265.0,178515.0,438550.0,502180.0,353100.0,149075.0,39265.0
48,    Unemployed,87920.0,15090.0,16990.0,36800.0,10700.0,9205.0,16895.0,17660.0,11400.0,6260.0,1380.0
48,  Not in the labour force,625260.0,92485.0,31700.0,118390.0,28100.0,30065.0,60225.0,138995.0,54320.0,84675.0,243690.0
48,Participation rate,73.1,58.3,85.2,87.5,86.6,86.2,88.3,78.9,87.0,64.7,14.3
48,Employment rate,69.3,51.5,77.2,83.6,81.5,82.0,85.0,76.2,84.3,62.1,13.8
48,Unemployment rate,5.2,11.7,9.3,4.5,5.9,4.9,3.7,3.4,3.1,4.0,3.4
48001,Total - Labour force activity,69060.0,7765.0,6410.0,30085.0,6700.0,7170.0,16215.0,19495.0,12850.0,6640.0,5305.0
48001,  In the labour force,51940.0,4155.0,5085.0,25685.0,5635.0,5925.0,14120.0,15770.0,11170.0,4595.0,1245.0
48001,    Employed,48550.0,3615.0,4505.0,24085.0,5215.0,5535.0,13335.0,15150.0,10775.0,4380.0,1195.0
48001,    Unemployed,3390.0,540.0,580.0,1595.0,420.0,390.0,790.0,615.0,400.0,215.0,50.0
48001,  Not in the labour force,17120.0,3610.0,1330.0,4405.0,1065.0,1245.0,2095.0,3725.0,1685.0,2040.0,4055.0
48001,Participation rate,75.2,53.5,79.3,85.4,84.1,82.6,87.1,80.9,86.9,69.2,23.5
48001,Employment rate,70.3,46.6,70.3,80.1,77.8,77.2,82.2,77.7,83.9,66.0,22.5
48001,Unemployment rate,6.5,13.0,11.4,6.2,7.5,6.6,5.6,3.9,3.6,4.7,4.0
48002,Total - Labour force activity,107435.0,4465.0,12640.0,52300.0,17225.0,13685.0,21385.0,24215.0,16075.0,8145.0,13810.0
48002,  In the labour force,81960.0,2555.0,11300.0,47415.0,15880.0,12485.0,19050.0,19185.0,13930.0,5255.0,1510.0
48002,    Employed,77765.0,2195.0,10610.0,45120.0,15140.0,11735.0,18245.0,18390.0,13370.0,5015.0,1455.0
48002,    Unemployed,4190.0,360.0,690.0,2290.0,735.0,745.0,805.0,790.0,555.0,235.0,55.0
48002,  Not in the labour force,25475.0,1910.0,1345.0,4885.0,1340.0,1205.0,2340.0,5035.0,2145.0,2895.0,12305.0
48002,Participation rate,76.3,57.2,89.4,90.7,92.2,91.2,89.1,79.2,86.7,64.5,10.9
48002,Employment rate,72.4,49.2,83.9,86.3,87.9,85.8,85.3,75.9,83.2,61.6,10.5
48002,Unemployment rate,5.1,14.1,6.1,4.8,4.6,6.0,4.2,4.1,4.0,4.5,3.6
48003,Total - Labour force activity,80015.0,6895.0,7900.0,36150.0,8245.0,8795.0,19105.0,21530.0,13390.0,8140.0,7535.0
48003,  In the labour force,59375.0,4005.0,6575.0,31315.0,6925.0,7565.0,16820.0,16735.0,11505.0,5235.0,745.0
48003,    Employed,55610.0,3435.0,5930.0,29560.0,6445.0,7130.0,15985.0,15970.0,10960.0,5010.0,715.0
48003,    Unemployed,3765.0,570.0,650.0,1755.0,480.0,440.0,835.0,765.0,545.0,225.0,30.0
48003,  Not in the labour force,20640.0,2895.0,1325.0,4835.0,1320.0,1225.0,2285.0,4800.0,1885.0,2910.0,6790.0
48003,Participation rate,74.2,58.1,83.2,86.6,84.0,86.0,88.0,77.7,85.9,64.3,9.9
48003,Employment rate,69.5,49.8,75.1,81.8,78.2,81.1,83.7,74.2,81.9,61.5,9.5
48003,Unemployment rate,6.3,14.2,9.9,5.6,6.9,5.8,5.0,4.6,4.7,4.3,4.0
48004,Total - Labour force activity,107650.0,10030.0,11485.0,51215.0,12805.0,13040.0,25375.0,27000.0,18175.0,8830.0,7910.0
48004,  In the labour force,83530.0,5770.0,9820.0,45345.0,11230.0,11490.0,22625.0,21900.0,15945.0,5950.0,690.0
48004,    Employed,79130.0,4940.0,9085.0,43395.0,10710.0,11055.0,21630.0,21065.0,15390.0,5675.0,655.0
48004,    Unemployed,4400.0,835.0,740.0,1955.0,525.0,430.0,995.0,830.0,555.0,280.0,35.0
48004,  Not in the labour force,24120.0,4260.0,1665.0,5870.0,1575.0,1550.0,2750.0,5105.0,2225.0,2880.0,7220.0
48004,Participation rate,77.6,57.5,85.5,88.5,87.7,88.1,89.2,81.1,87.7,67.4,8.7
48004,Employment rate,73.5,49.3,79.1,84.7,83.6,84.8,85.2,78.0,84.7,64.3,8.3
48004,Unemployment rate,5.3,14.5,7.5,4.3,4.7,3.7,4.4,3.8,3.5,4.7,5.1
48005,Total - Labour force activity,111435.0,10905.0,9725.0,46445.0,9045.0,10510.0,26890.0,32190.0,22155.0,10030.0,12170.0
48005,  In the labour force,81870.0,5835.0,8320.0,40640.0,7985.0,9130.0,23530.0,25815.0,19540.0,6280.0,1250.0
48005,    Employed,77850.0,5225.0,7550.0,39020.0,7580.0,8695.0,22735.0,24875.0,18895.0,5975.0,1190.0
48005,    Unemployed,4015.0,610.0,775.0,1630.0,405.0,435.0,790.0,940.0,640.0,305.0,60.0
48005,  Not in the labour force,29570.0,5070.0,1405.0,5805.0,1055.0,1375.0,3365.0,6370.0,2620.0,3750.0,10915.0
48005,Participation rate,73.5,53.5,85.6,87.5,88.3,86.9,87.5,80.2,88.2,62.6,10.3
48005,Employment rate,69.9,47.9,77.6,84.0,83.8,82.7,84.5,77.3,85.3,59.6,9.8
48005,Unemployment rate,4.9,10.5,9.3,4.0,5.1,4.8,3.4,3.6,3.3,4.9,4.8
48006,Total - Labour force activity,93415.0,9430.0,7080.0,40100.0,7020.0,8920.0,24160.0,28535.0,18885.0,9645.0,8265.0
48006,  In the labour force,71725.0,5740.0,6120.0,35865.0,6300.0,7880.0,21685.0,22955.0,16670.0,6280.0,1045.0
48006,    Employed,68555.0,4985.0,5580.0,34715.0,6005.0,7625.0,21085.0,22290.0,16265.0,6025.0,980.0
48006,    Unemployed,3170.0,755.0,535.0,1150.0,295.0,255.0,595.0,665.0,405.0,260.0,65.0
48006,  Not in the labour force,21690.0,3690.0,965.0,4235.0,715.0,1035.0,2485.0,5580.0,2215.0,3365.0,7220.0
48006,Participation rate,76.8,60.9,86.4,89.4,89.7,88.3,89.8,80.4,88.3,65.1,12.6
48006,Employment rate,73.4,52.9,78.8,86.6,85.5,85.5,87.3,78.1,86.1,62.5,11.9
48006,Unemployment rate,4.4,13.2,8.7,3.2,4.7,3.2,2.7,2.9,2.4,4.1,6.2
48007,Total - Labour force activity,92360.0,8695.0,7940.0,36035.0,7715.0,8100.0,20220.0,28250.0,18025.0,10225.0,11440.0
48007,  In the labour force,67920.0,5085.0,6830.0,31620.0,6920.0,6970.0,17735.0,22795.0,16000.0,6800.0,1595.0
48007,    Employed,65010.0,4445.0,6345.0,30640.0,6615.0,6735.0,17290.0,22060.0,15480.0,6580.0,1520.0
48007,    Unemployed,2915.0,640.0,485.0,980.0,300.0,235.0,440.0,730.0,520.0,215.0,70.0
48007,  Not in the labour force,24435.0,3610.0,1110.0,4415.0,805.0,1135.0,2485.0,5450.0,2025.0,3430.0,9850.0
48007,Participation rate,73.5,58.5,86.0,87.7,89.7,86.0,87.7,80.7,88.8,66.5,13.9
48007,Employment rate,70.4,51.1,79.9,85.0,85.7,83.1,85.5,78.1,85.9,64.4,13.3
48007,Unemployment rate,4.3,12.6,7.1,3.1,4.3,3.4,2.5,3.2,3.2,3.2,4.4
48008,Total - Labour force activity,106045.0,8330.0,9525.0,43860.0,9935.0,10255.0,23670.0,30010.0,19550.0,10460.0,14320.0
48008,  In the labour force,76805.0,4745.0,8160.0,38605.0,8880.0,9105.0,20620.0,23645.0,17040.0,6605.0,1650.0
48008,    Employed,72865.0,4080.0,7315.0,36935.0,8405.0,8650.0,19885.0,22950.0,16590.0,6365.0,1580.0
48008,    Unemployed,3945.0,660.0,845.0,1670.0,475.0,455.0,740.0,695.0,455.0,240.0,70.0
48008,  Not in the labour force,29240.0,3585.0,1360.0,5255.0,1055.0,1155.0,3050.0,6365.0,2510.0,3855.0,12670.0
48008,Participation rate,72.4,57.0,85.7,88.0,89.4,88.8,87.1,78.8,87.2,63.1,11.5
48008,Employment rate,68.7,49.0,76.8,84.2,84.6,84.3,84.0,76.5,84.9,60.9,11.0
48008,Unemployment rate,5.1,13.9,10.4,4.3,5.3,5.0,3.6,2.9,2.7,3.6,4.2
48009,Total - Labour force activity,76445.0,7790.0,5545.0,26290.0,4820.0,5725.0,15745.0,22885.0,13380.0,9510.0,13935.0
48009,  In the labour force,54430.0,4765.0,4845.0,23405.0,4050.0,5065.0,14280.0,18365.0,11755.0,6610.0,3055.0
48009,    Employed,52405.0,4425.0,4480.0,22600.0,3825.0,4895.0,13885.0,17910.0,11475.0,6430.0,2990.0
48009,    Unemployed,2025.0,340.0,360.0,800.0,225.0,175.0,395.0,465.0,275.0,185.0,65.0
48009,  Not in the labour force,22015.0,3030.0,705.0,2890.0,765.0,660.0,1465.0,4520.0,1630.0,2895.0,10875.0
48009,Participation rate,71.2,61.2,87.4,89.0,84.0,88.5,90.7,80.2,87.9,69.5,21.9
48009,Employment rate,68.6,56.8,80.8,86.0,79.4,85.5,88.2,78.3,85.8,67.6,21.5
48009,Unemployment rate,3.7,7.1,7.4,3.4,5.6,3.5,2.8,2.5,2.3,2.8,2.1
48010,Total - Labour force activity,90950.0,7555.0,9695.0,37285.0,9295.0,8895.0,19095.0,23890.0,14690.0,9200.0,12535.0
48010,  In the labour force,61530.0,4185.0,8045.0,31395.0,7890.0,7375.0,16125.0,16875.0,11890.0,4985.0,1030.0
48010,    Employed,56750.0,3490.0,7225.0,29270.0,7340.0,6790.0,15140.0,15825.0,11215.0,4605.0,940.0
48010,    Unemployed,4780.0,695.0,815.0,2125.0,555.0,580.0,990.0,1055.0,680.0,375.0,90.0
48010,  Not in the labour force,29425.0,3370.0,1650.0,5885.0,1405.0,1520.0,2965.0,7010.0,2795.0,4215.0,11500.0
48010,Participation rate,67.7,55.4,83.0,84.2,84.9,82.9,84.4,70.6,80.9,54.2,8.2
48010,Employment rate,62.4,46.2,74.5,78.5,79.0,76.3,79.3,66.2,76.3,50.1,7.5
48010,Unemployment rate,7.8,16.6,10.1,6.8,7.0,7.9,6.1,6.3,5.7,7.5,8.7
48011,Total - Labour force activity,86720.0,8280.0,7845.0,35390.0,7710.0,8365.0,19320.0,24515.0,14995.0,9525.0,10680.0
48011,  In the labour force,60565.0,4450.0,6595.0,30645.0,6500.0,7095.0,17065.0,18055.0,12635.0,5420.0,815.0
48011,    Employed,57210.0,3815.0,5940.0,29285.0,6070.0,6785.0,16420.0,17405.0,12255.0,5155.0,765.0
48011,    Unemployed,3355.0,635.0,650.0,1365.0,420.0,305.0,640.0,650.0,380.0,265.0,55.0
48011,  Not in the labour force,26150.0,3825.0,1255.0,4740.0,1215.0,1275.0,2255.0,6460.0,2360.0,4105.0,9870.0
48011,Participation rate,69.8,53.7,84.1,86.6,84.3,84.8,88.3,73.6,84.3,56.9,7.6
48011,Employment rate,66.0,46.1,75.7,82.7,78.7,81.1,85.0,71.0,81.7,54.1,7.2
48011,Unemployment rate,5.5,14.3,9.9,4.5,6.5,4.3,3.8,3.6,3.0,4.9,6.7
48012,Total - Labour force activity,76630.0,8460.0,7700.0,33150.0,7280.0,7740.0,18125.0,21080.0,14585.0,6495.0,6235.0
48012,  In the labour force,57740.0,4615.0,6525.0,29130.0,6200.0,6765.0,16170.0,16855.0,12555.0,4300.0,610.0
48012,    Employed,54805.0,4020.0,5945.0,27825.0,5785.0,6420.0,15625.0,16435.0,12275.0,4165.0,575.0
48012,    Unemployed,2935.0,600.0,580.0,1310.0,415.0,345.0,550.0,415.0,280.0,135.0,35.0
48012,  Not in the labour force,18890.0,3845.0,1175.0,4015.0,1080.0,980.0,1955.0,4225.0,2025.0,2200.0,5630.0
48012,Participation rate,75.3,54.6,84.7,87.9,85.2,87.4,89.2,80.0,86.1,66.2,9.8
48012,Employment rate,71.5,47.5,77.2,83.9,79.5,82.9,86.2,78.0,84.2,64.1,9.2
48012,Unemployment rate,5.1,13.0,8.9,4.5,6.7,5.1,3.4,2.5,2.2,3.1,5.7
48013,Total - Labour force activity,92125.0,8695.0,8620.0,34485.0,7340.0,7420.0,19720.0,28190.0,18100.0,10090.0,12135.0
48013,  In the labour force,66250.0,4645.0,7235.0,30200.0,6370.0,6400.0,17440.0,22575.0,15805.0,6770.0,1595.0
48013,    Employed,63120.0,4020.0,6545.0,29065.0,6015.0,6155.0,16895.0,21935.0,15370.0,6565.0,1560.0
48013,    Unemployed,3130.0,630.0,690.0,1135.0,355.0,240.0,540.0,635.0,430.0,210.0,35.0
48013,  Not in the labour force,25880.0,4055.0,1385.0,4280.0,980.0,1025.0,2285.0,5620.0,2300.0,3315.0,10540.0
48013,Participation rate,71.9,53.4,83.9,87.6,86.8,86.3,88.4,80.1,87.3,67.1,13.1
48013,Employment rate,68.5,46.2,75.9,84.3,81.9,83.0,85.7,77.8,84.9,65.1,12.9
48013,Unemployment rate,4.7,13.6,9.5,3.8,5.6,3.8,3.1,2.8,2.7,3.1,2.2
48014,Total - Labour force activity,92375.0,6255.0,11380.0,35830.0,10475.0,8545.0,16805.0,22760.0,13715.0,9045.0,16150.0
48014,  In the labour force,63370.0,3695.0,9545.0,31085.0,9070.0,7240.0,14780.0,17495.0,12060.0,5435.0,1540.0
48014,    Employed,59375.0,3205.0,8510.0,29400.0,8500.0,6915.0,13990.0,16840.0,11620.0,5225.0,1415.0
48014,    Unemployed,3990.0,495.0,1040.0,1685.0,575.0,330.0,790.0,655.0,440.0,210.0,130.0
48014,  Not in the labour force,29010.0,2560.0,1830.0,4745.0,1410.0,1310.0,2030.0,5265.0,1655.0,3615.0,14610.0
48014,Participation rate,68.6,59.1,83.9,86.8,86.6,84.7,88.0,76.9,87.9,60.1,9.5
48014,Employment rate,64.3,51.2,74.8,82.1,81.1,80.9,83.2,74.0,84.7,57.8,8.8
48014,Unemployment rate,6.3,13.4,10.9,5.4,6.3,4.6,5.3,3.7,3.6,3.9,8.4
48015,Total - Labour force activity,95200.0,6550.0,11425.0,38250.0,10620.0,9080.0,18555.0,24290.0,15280.0,9005.0,14685.0
48015,  In the labour force,66150.0,3920.0,9725.0,33095.0,9225.0,7905.0,15970.0,18275.0,12730.0,5545.0,1140.0
48015,    Employed,61800.0,3335.0,8775.0,31335.0,8560.0,7490.0,15290.0,17295.0,12160.0,5140.0,1060.0
48015,    Unemployed,4350.0,585.0,950.0,1760.0,665.0,415.0,680.0,980.0,570.0,410.0,80.0
48015,  Not in the labour force,29045.0,2635.0,1695.0,5150.0,1390.0,1175.0,2580.0,6010.0,2555.0,3460.0,13550.0
48015,Participation rate,69.5,59.8,85.1,86.5,86.9,87.1,86.1,75.2,83.3,61.6,7.8
48015,Employment rate,64.9,50.9,76.8,81.9,80.6,82.5,82.4,71.2,79.6,57.1,7.2
48015,Unemployment rate,6.6,14.9,9.8,5.3,7.2,5.2,4.3,5.4,4.5,7.4,7.0
48016,Total - Labour force activity,85565.0,9220.0,6170.0,33155.0,5535.0,7350.0,20265.0,28425.0,17855.0,10565.0,8595.0
48016,  In the labour force,64445.0,5505.0,5400.0,29150.0,4770.0,6335.0,18045.0,22810.0,15650.0,7160.0,1575.0
48016,    Employed,62005.0,4905.0,5055.0,28155.0,4565.0,6090.0,17505.0,22330.0,15320.0,7010.0,1560.0
48016,    Unemployed,2435.0,605.0,345.0,995.0,205.0,240.0,540.0,480.0,330.0,145.0,20.0
48016,  Not in the labour force,21120.0,3715.0,770.0,4010.0,765.0,1020.0,2225.0,5610.0,2205.0,3405.0,7020.0
48016,Participation rate,75.3,59.7,87.5,87.9,86.2,86.2,89.0,80.2,87.7,67.8,18.3
48016,Employment rate,72.5,53.2,81.9,84.9,82.5,82.9,86.4,78.6,85.8,66.4,18.2
48016,Unemployment rate,3.8,11.0,6.4,3.4,4.3,3.8,3.0,2.1,2.1,2.0,1.3
48017,Total - Labour force activity,81360.0,8495.0,6130.0,31430.0,6205.0,7215.0,18015.0,22825.0,13485.0,9345.0,12475.0
48017,  In the labour force,57955.0,4850.0,4970.0,27655.0,5300.0,6175.0,16180.0,18010.0,11795.0,6215.0,2470.0
48017,    Employed,54940.0,4435.0,4435.0,26225.0,4920.0,5760.0,15545.0,17415.0,11445.0,5970.0,2435.0
48017,    Unemployed,3015.0,415.0,540.0,1430.0,380.0,415.0,635.0,595.0,355.0,240.0,40.0
