Geography,Labour force ac,Total - Age groups,  15 to 24 years,  25 to 54 years,    25 to 34 years,    35 to 44 years,    45 to 54 years,  55 to 64 years,  65 to 74 years,  75 years and over
4819049,  In the labour force,825.0,110.0,500.0,90.0,195.0,210.0,145.0,65.0,0.0
4819049,    Employed,805.0,105.0,485.0,85.0,190.0,210.0,140.0,65.0,10.0
4819049,    Unemployed,20.0,10.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0
4819049,  Not in the labour force,360.0,60.0,110.0,30.0,45.0,30.0,50.0,75.0,60.0
4819049,Participation rate,69.6,64.7,82.0,72.0,79.6,87.5,74.4,46.4,0.0
4819049,Employment rate,67.9,61.8,79.5,68.0,77.6,87.5,71.8,46.4,15.4
4819049,Unemployment rate,2.4,9.1,3.0,0.0,5.1,0.0,0.0,0.0,0.0
4819054,Total - Labour force activity,525.0,75.0,315.0,30.0,140.0,145.0,40.0,40.0,60.0
4819054,  In the labour force,410.0,40.0,265.0,30.0,105.0,135.0,40.0,25.0,35.0
4819054,    Employed,395.0,25.0,265.0,30.0,100.0,135.0,35.0,30.0,35.0
4819054,    Unemployed,20.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
4819054,  Not in the labour force,120.0,35.0,45.0,0.0,30.0,10.0,0.0,15.0,30.0
4819054,Participation rate,78.1,53.3,84.1,100.0,75.0,93.1,100.0,62.5,58.3
4819054,Employment rate,75.2,33.3,84.1,100.0,71.4,93.1,87.5,75.0,58.3
4819054,Unemployment rate,4.9,25.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0
4819056,Total - Labour force activity,535.0,125.0,250.0,65.0,125.0,60.0,75.0,50.0,35.0
4819056,  In the labour force,370.0,110.0,190.0,60.0,100.0,35.0,60.0,10.0,0.0
4819056,    Employed,365.0,110.0,185.0,50.0,100.0,30.0,55.0,10.0,0.0
4819056,    Unemployed,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
4819056,  Not in the labour force,165.0,15.0,60.0,10.0,25.0,25.0,20.0,35.0,30.0
4819056,Participation rate,69.2,88.0,76.0,92.3,80.0,58.3,80.0,20.0,0.0
4819056,Employment rate,68.2,88.0,74.0,76.9,80.0,50.0,73.3,20.0,0.0
4819056,Unemployment rate,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0
4819058,Total - Labour force activity,850.0,115.0,425.0,170.0,110.0,150.0,140.0,105.0,70.0
4819058,  In the labour force,635.0,85.0,390.0,145.0,110.0,130.0,100.0,50.0,10.0
4819058,    Employed,615.0,85.0,375.0,140.0,105.0,130.0,100.0,50.0,10.0
4819058,    Unemployed,15.0,0.0,15.0,10.0,0.0,10.0,0.0,0.0,0.0
4819058,  Not in the labour force,220.0,25.0,35.0,20.0,0.0,15.0,35.0,60.0,60.0
4819058,Participation rate,74.7,73.9,91.8,85.3,100.0,86.7,71.4,47.6,14.3
4819058,Employment rate,72.4,73.9,88.2,82.4,95.5,86.7,71.4,47.6,14.3
4819058,Unemployment rate,2.4,0.0,3.8,6.9,0.0,7.7,0.0,0.0,0.0
4819059,Total - Labour force activity,2000.0,325.0,1005.0,230.0,345.0,425.0,335.0,215.0,115.0
4819059,  In the labour force,1575.0,210.0,940.0,205.0,335.0,395.0,270.0,110.0,50.0
4819059,    Employed,1525.0,205.0,895.0,195.0,325.0,380.0,265.0,100.0,50.0
4819059,    Unemployed,50.0,10.0,40.0,10.0,15.0,15.0,0.0,0.0,0.0
4819059,  Not in the labour force,420.0,115.0,65.0,30.0,10.0,25.0,70.0,110.0,65.0
4819059,Participation rate,78.8,64.6,93.5,89.1,97.1,92.9,80.6,51.2,43.5
4819059,Employment rate,76.2,63.1,89.1,84.8,94.2,89.4,79.1,46.5,43.5
4819059,Unemployment rate,3.2,4.8,4.3,4.9,4.5,3.8,0.0,0.0,0.0
4819066,Total - Labour force activity,1090.0,150.0,600.0,145.0,180.0,270.0,165.0,110.0,60.0
4819066,  In the labour force,810.0,110.0,490.0,115.0,160.0,210.0,150.0,45.0,15.0
4819066,    Employed,785.0,110.0,465.0,105.0,150.0,210.0,150.0,45.0,10.0
4819066,    Unemployed,25.0,0.0,25.0,15.0,10.0,0.0,0.0,0.0,0.0
4819066,  Not in the labour force,280.0,40.0,110.0,25.0,25.0,60.0,15.0,70.0,55.0
4819066,Participation rate,74.3,73.3,81.7,79.3,88.9,77.8,90.9,40.9,25.0
4819066,Employment rate,72.0,73.3,77.5,72.4,83.3,77.8,90.9,40.9,16.7
4819066,Unemployment rate,3.1,0.0,5.1,13.0,6.2,0.0,0.0,0.0,0.0
4819068,Total - Labour force activity,2550.0,435.0,1310.0,425.0,455.0,430.0,265.0,260.0,275.0
4819068,  In the labour force,1790.0,330.0,1190.0,355.0,415.0,420.0,190.0,65.0,15.0
4819068,    Employed,1680.0,295.0,1135.0,335.0,385.0,410.0,180.0,60.0,10.0
4819068,    Unemployed,105.0,30.0,60.0,20.0,30.0,15.0,15.0,10.0,0.0
4819068,  Not in the labour force,760.0,105.0,115.0,65.0,40.0,10.0,75.0,195.0,260.0
4819068,Participation rate,70.2,75.9,90.8,83.5,91.2,97.7,71.7,25.0,5.5
4819068,Employment rate,65.9,67.8,86.6,78.8,84.6,95.3,67.9,23.1,3.6
4819068,Unemployment rate,5.9,9.1,5.0,5.6,7.2,3.6,7.9,15.4,0.0
4819071,Total - Labour force activity,1165.0,235.0,600.0,120.0,200.0,285.0,170.0,110.0,55.0
4819071,  In the labour force,945.0,170.0,545.0,100.0,195.0,250.0,135.0,70.0,30.0
4819071,    Employed,930.0,170.0,545.0,95.0,195.0,250.0,125.0,70.0,25.0
4819071,    Unemployed,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4819071,  Not in the labour force,220.0,65.0,55.0,20.0,10.0,30.0,35.0,40.0,25.0
4819071,Participation rate,81.1,72.3,90.8,83.3,97.5,87.7,79.4,63.6,54.5
4819071,Employment rate,79.8,72.3,90.8,79.2,97.5,87.7,73.5,63.6,45.5
4819071,Unemployment rate,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4819072,Total - Labour force activity,365.0,40.0,190.0,70.0,40.0,80.0,75.0,25.0,35.0
4819072,  In the labour force,255.0,20.0,165.0,55.0,40.0,70.0,55.0,10.0,0.0
4819072,    Employed,245.0,15.0,155.0,55.0,40.0,60.0,60.0,10.0,0.0
4819072,    Unemployed,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0
4819072,  Not in the labour force,115.0,20.0,25.0,15.0,0.0,10.0,20.0,10.0,35.0
4819072,Participation rate,69.9,50.0,86.8,78.6,100.0,87.5,73.3,40.0,0.0
4819072,Employment rate,67.1,37.5,81.6,78.6,100.0,75.0,80.0,40.0,0.0
4819072,Unemployment rate,0.0,0.0,6.1,0.0,0.0,14.3,0.0,0.0,0.0
4819074,Total - Labour force activity,1930.0,340.0,980.0,270.0,400.0,310.0,290.0,165.0,150.0
4819074,  In the labour force,1345.0,240.0,845.0,215.0,360.0,270.0,200.0,55.0,0.0
4819074,    Employed,1290.0,215.0,820.0,205.0,360.0,255.0,195.0,55.0,0.0
4819074,    Unemployed,55.0,20.0,25.0,10.0,0.0,15.0,10.0,0.0,0.0
4819074,  Not in the labour force,580.0,100.0,135.0,55.0,40.0,35.0,85.0,110.0,150.0
4819074,Participation rate,69.7,70.6,86.2,79.6,90.0,87.1,69.0,33.3,0.0
4819074,Employment rate,66.8,63.2,83.7,75.9,90.0,82.3,67.2,33.3,0.0
4819074,Unemployment rate,4.1,8.3,3.0,4.7,0.0,5.6,5.0,0.0,0.0
4819815,Total - Labour force activity,200.0,75.0,95.0,45.0,35.0,20.0,15.0,10.0,0.0
4819815,  In the labour force,130.0,40.0,75.0,40.0,30.0,15.0,15.0,0.0,0.0
4819815,    Employed,90.0,20.0,60.0,25.0,25.0,10.0,10.0,0.0,0.0
4819815,    Unemployed,40.0,20.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0
4819815,  Not in the labour force,65.0,35.0,20.0,10.0,10.0,10.0,0.0,10.0,0.0
4819815,Participation rate,65.0,53.3,78.9,88.9,85.7,75.0,100.0,0.0,0.0
4819815,Employment rate,45.0,26.7,63.2,55.6,71.4,50.0,66.7,0.0,0.0
4819815,Unemployment rate,30.8,50.0,20.0,25.0,0.0,0.0,0.0,0.0,0.0
59,Total - Labour force activity,3394910.0,538010.0,1781820.0,497715.0,622615.0,661490.0,502645.0,310445.0,261985.0
59,  In the labour force,2226380.0,347725.0,1507480.0,421455.0,532795.0,553225.0,308530.0,51620.0,11030.0
59,    Employed,2092770.0,309160.0,1431475.0,395870.0,507025.0,528575.0,292775.0,49045.0,10315.0
59,    Unemployed,133615.0,38570.0,76005.0,25585.0,25770.0,24645.0,15755.0,2575.0,710.0
59,  Not in the labour force,1168525.0,190280.0,274340.0,76260.0,89820.0,108265.0,194115.0,258830.0,250955.0
59,Participation rate,65.6,64.6,84.6,84.7,85.6,83.6,61.4,16.6,4.2
59,Employment rate,61.6,57.5,80.3,79.5,81.4,79.9,58.2,15.8,3.9
59,Unemployment rate,6.0,11.1,5.0,6.1,4.8,4.5,5.1,5.0,6.4
5901,Total - Labour force activity,45745.0,6710.0,23370.0,5780.0,7840.0,9755.0,7865.0,4575.0,3220.0
5901,  In the labour force,30760.0,4865.0,20325.0,4980.0,6895.0,8450.0,4760.0,695.0,110.0
5901,    Employed,29155.0,4450.0,19410.0,4690.0,6625.0,8100.0,4535.0,660.0,95.0
5901,    Unemployed,1600.0,415.0,915.0,285.0,270.0,355.0,220.0,35.0,15.0
5901,  Not in the labour force,14985.0,1840.0,3045.0,800.0,940.0,1305.0,3110.0,3875.0,3115.0
5901,Participation rate,67.2,72.5,87.0,86.2,87.9,86.6,60.5,15.2,3.4
5901,Employment rate,63.7,66.3,83.1,81.1,84.5,83.0,57.7,14.4,3.0
5901,Unemployment rate,5.2,8.5,4.5,5.7,3.9,4.2,4.6,5.0,13.6
5901003,Total - Labour force activity,2000.0,285.0,1135.0,285.0,380.0,465.0,425.0,105.0,45.0
5901003,  In the labour force,1390.0,180.0,910.0,240.0,330.0,340.0,275.0,10.0,10.0
5901003,    Employed,1330.0,165.0,875.0,235.0,320.0,320.0,275.0,10.0,0.0
5901003,    Unemployed,55.0,20.0,35.0,10.0,10.0,25.0,0.0,0.0,0.0
5901003,  Not in the labour force,610.0,100.0,225.0,45.0,50.0,125.0,150.0,95.0,40.0
5901003,Participation rate,69.5,63.2,80.2,84.2,86.8,73.1,64.7,9.5,22.2
5901003,Employment rate,66.5,57.9,77.1,82.5,84.2,68.8,64.7,9.5,0.0
5901003,Unemployment rate,4.0,11.1,3.8,4.2,3.0,7.4,0.0,0.0,0.0
5901006,Total - Labour force activity,2915.0,420.0,1665.0,445.0,570.0,645.0,430.0,230.0,165.0
5901006,  In the labour force,1930.0,265.0,1370.0,365.0,495.0,510.0,295.0,0.0,0.0
5901006,    Employed,1830.0,210.0,1320.0,345.0,500.0,475.0,295.0,0.0,0.0
5901006,    Unemployed,105.0,50.0,50.0,15.0,0.0,35.0,0.0,10.0,0.0
5901006,  Not in the labour force,980.0,160.0,295.0,80.0,75.0,140.0,135.0,225.0,165.0
5901006,Participation rate,66.2,63.1,82.3,82.0,86.8,79.1,68.6,0.0,0.0
5901006,Employment rate,62.8,50.0,79.3,77.5,87.7,73.6,68.6,0.0,0.0
5901006,Unemployment rate,5.4,18.9,3.6,4.1,0.0,6.9,0.0,0.0,0.0
5901012,Total - Labour force activity,3540.0,605.0,1960.0,580.0,590.0,785.0,470.0,255.0,250.0
5901012,  In the labour force,2565.0,505.0,1745.0,540.0,535.0,675.0,300.0,15.0,10.0
5901012,    Employed,2415.0,470.0,1655.0,490.0,500.0,665.0,280.0,10.0,0.0
5901012,    Unemployed,145.0,35.0,95.0,45.0,30.0,15.0,15.0,0.0,0.0
5901012,  Not in the labour force,970.0,95.0,215.0,45.0,60.0,105.0,175.0,245.0,245.0
5901012,Participation rate,72.5,83.5,89.0,93.1,90.7,86.0,63.8,5.9,4.0
5901012,Employment rate,68.2,77.7,84.4,84.5,84.7,84.7,59.6,3.9,0.0
5901012,Unemployment rate,5.7,6.9,5.4,8.3,5.6,2.2,5.0,0.0,0.0
5901017,Total - Labour force activity,1535.0,225.0,905.0,205.0,320.0,375.0,250.0,130.0,25.0
5901017,  In the labour force,1135.0,165.0,805.0,190.0,285.0,330.0,140.0,25.0,0.0
5901017,    Employed,1115.0,165.0,790.0,180.0,285.0,320.0,135.0,20.0,0.0
5901017,    Unemployed,25.0,0.0,20.0,10.0,0.0,10.0,0.0,0.0,0.0
5901017,  Not in the labour force,400.0,60.0,95.0,15.0,30.0,45.0,110.0,105.0,25.0
5901017,Participation rate,73.9,73.3,89.0,92.7,89.1,88.0,56.0,19.2,0.0
5901017,Employment rate,72.6,73.3,87.3,87.8,89.1,85.3,54.0,15.4,0.0
5901017,Unemployment rate,2.2,0.0,2.5,5.3,0.0,3.0,0.0,0.0,0.0
5901019,Total - Labour force activity,1500.0,220.0,815.0,215.0,190.0,410.0,230.0,135.0,100.0
5901019,  In the labour force,985.0,110.0,695.0,170.0,165.0,360.0,150.0,30.0,10.0
5901019,    Employed,910.0,100.0,650.0,150.0,155.0,345.0,135.0,20.0,10.0
5901019,    Unemployed,80.0,15.0,45.0,15.0,10.0,15.0,15.0,10.0,0.0
5901019,  Not in the labour force,505.0,110.0,120.0,45.0,25.0,45.0,80.0,105.0,95.0
5901019,Participation rate,65.7,50.0,85.3,79.1,86.8,87.8,65.2,22.2,10.0
5901019,Employment rate,60.7,45.5,79.8,69.8,81.6,84.1,58.7,14.8,10.0
5901019,Unemployment rate,8.1,13.6,6.5,8.8,6.1,4.2,10.0,33.3,0.0
5901022,Total - Labour force activity,14700.0,2345.0,7195.0,1865.0,2555.0,2780.0,2400.0,1525.0,1230.0
5901022,  In the labour force,9500.0,1795.0,6130.0,1530.0,2190.0,2405.0,1395.0,175.0,15.0
5901022,    Employed,9005.0,1660.0,5840.0,1440.0,2100.0,2295.0,1315.0,175.0,10.0
5901022,    Unemployed,500.0,130.0,295.0,85.0,90.0,110.0,80.0,0.0,0.0
5901022,  Not in the labour force,5200.0,555.0,1070.0,330.0,360.0,370.0,1010.0,1350.0,1215.0
5901022,Participation rate,64.6,76.5,85.2,82.0,85.7,86.5,58.1,11.5,1.2
5901022,Employment rate,61.3,70.8,81.2,77.2,82.2,82.6,54.8,11.5,0.8
5901022,Unemployment rate,5.3,7.2,4.8,5.6,4.1,4.6,5.7,0.0,0.0
5901028,Total - Labour force activity,5185.0,620.0,2470.0,630.0,840.0,995.0,905.0,640.0,545.0
5901028,  In the labour force,3255.0,475.0,2175.0,590.0,725.0,865.0,545.0,55.0,10.0
5901028,    Employed,3035.0,440.0,2030.0,540.0,680.0,815.0,510.0,50.0,10.0
5901028,    Unemployed,215.0,30.0,145.0,45.0,45.0,50.0,30.0,10.0,0.0
5901028,  Not in the labour force,1930.0,150.0,290.0,45.0,110.0,130.0,365.0,585.0,540.0
5901028,Participation rate,62.8,76.6,88.1,93.7,86.3,86.9,60.2,8.6,1.8
5901028,Employment rate,58.5,71.0,82.2,85.7,81.0,81.9,56.4,7.8,1.8
5901028,Unemployment rate,6.6,6.3,6.7,7.6,6.2,5.8,5.5,18.2,0.0
5901035,Total - Labour force activity,4955.0,700.0,2540.0,445.0,890.0,1200.0,975.0,510.0,240.0
5901035,  In the labour force,3410.0,470.0,2240.0,395.0,770.0,1080.0,560.0,130.0,10.0
5901035,    Employed,3265.0,420.0,2160.0,375.0,745.0,1040.0,545.0,130.0,10.0
5901035,    Unemployed,145.0,50.0,80.0,20.0,20.0,35.0,20.0,0.0,0.0
5901035,  Not in the labour force,1545.0,225.0,295.0,50.0,120.0,120.0,410.0,385.0,225.0
5901035,Participation rate,68.8,67.1,88.2,88.8,86.5,90.0,57.4,25.5,4.2
5901035,Employment rate,65.9,60.0,85.0,84.3,83.7,86.7,55.9,25.5,4.2
5901035,Unemployment rate,4.3,10.6,3.6,5.1,2.6,3.2,3.6,0.0,0.0
5901037,Total - Labour force activity,1520.0,140.0,710.0,65.0,195.0,445.0,400.0,155.0,115.0
5901037,  In the labour force,925.0,70.0,595.0,50.0,170.0,375.0,200.0,35.0,25.0
5901037,    Employed,835.0,50.0,570.0,45.0,155.0,365.0,175.0,30.0,10.0
5901037,    Unemployed,85.0,20.0,25.0,10.0,10.0,10.0,25.0,10.0,10.0
5901037,  Not in the labour force,600.0,70.0,110.0,15.0,30.0,70.0,205.0,115.0,95.0
5901037,Participation rate,60.9,50.0,83.8,76.9,87.2,84.3,50.0,22.6,21.7
5901037,Employment rate,54.9,35.7,80.3,69.2,79.5,82.0,43.8,19.4,8.7
5901037,Unemployment rate,9.2,28.6,4.2,20.0,5.9,2.7,12.5,28.6,40.0
5901039,Total - Labour force activity,2375.0,335.0,1335.0,420.0,405.0,505.0,360.0,200.0,145.0
5901039,  In the labour force,1720.0,250.0,1235.0,385.0,375.0,475.0,210.0,30.0,0.0
5901039,    Employed,1665.0,245.0,1195.0,375.0,355.0,465.0,195.0,30.0,0.0
5901039,    Unemployed,55.0,10.0,40.0,10.0,20.0,15.0,10.0,0.0,0.0
5901039,  Not in the labour force,650.0,85.0,95.0,35.0,30.0,30.0,150.0,175.0,145.0
5901039,Participation rate,72.4,74.6,92.5,91.7,92.6,94.1,58.3,15.0,0.0
5901039,Employment rate,70.1,73.1,89.5,89.3,87.7,92.1,54.2,15.0,0.0
5901039,Unemployment rate,3.2,4.0,3.2,2.6,5.3,3.2,4.8,0.0,0.0
5901040,Total - Labour force activity,640.0,100.0,295.0,50.0,95.0,140.0,160.0,65.0,15.0
5901040,  In the labour force,515.0,85.0,270.0,50.0,95.0,120.0,135.0,15.0,10.0
5901040,    Employed,495.0,80.0,255.0,50.0,95.0,115.0,135.0,15.0,0.0
5901040,    Unemployed,20.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0
5901040,  Not in the labour force,120.0,15.0,20.0,0.0,0.0,20.0,25.0,45.0,15.0
5901040,Participation rate,80.5,85.0,91.5,100.0,100.0,85.7,84.4,23.1,66.7
5901040,Employment rate,77.3,80.0,86.4,100.0,100.0,82.1,84.4,23.1,0.0
5901040,Unemployment rate,3.9,0.0,5.6,20.0,0.0,0.0,0.0,0.0,0.0
5901043,Total - Labour force activity,605.0,125.0,280.0,110.0,85.0,90.0,100.0,65.0,20.0
5901043,  In the labour force,435.0,95.0,245.0,80.0,85.0,85.0,70.0,20.0,0.0
5901043,    Employed,405.0,85.0,235.0,75.0,70.0,85.0,70.0,15.0,0.0
5901043,    Unemployed,25.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
5901043,  Not in the labour force,170.0,30.0,40.0,30.0,10.0,10.0,30.0,45.0,25.0
5901043,Participation rate,71.9,76.0,87.5,72.7,100.0,94.4,70.0,30.8,0.0
5901043,Employment rate,66.9,68.0,83.9,68.2,82.4,94.4,70.0,23.1,0.0
5901043,Unemployment rate,5.7,15.8,0.0,0.0,11.8,0.0,0.0,0.0,0.0
5901046,Total - Labour force activity,2515.0,285.0,1150.0,240.0,400.0,510.0,535.0,345.0,195.0
5901046,  In the labour force,1695.0,180.0,1075.0,215.0,380.0,480.0,335.0,105.0,10.0
5901046,    Employed,1650.0,160.0,1065.0,210.0,380.0,470.0,320.0,105.0,10.0
5901046,    Unemployed,50.0,15.0,10.0,0.0,0.0,10.0,15.0,0.0,0.0
5901046,  Not in the labour force,820.0,105.0,75.0,25.0,20.0,25.0,205.0,240.0,190.0
5901046,Participation rate,67.4,63.2,93.5,89.6,95.0,94.1,62.6,30.4,5.1
5901046,Employment rate,65.6,56.1,92.6,87.5,95.0,92.2,59.8,30.4,5.1
5901046,Unemployment rate,2.9,8.3,0.9,0.0,0.0,2.1,4.5,0.0,0.0
5901048,Total - Labour force activity,1300.0,190.0,665.0,140.0,225.0,310.0,170.0,155.0,115.0
5901048,  In the labour force,960.0,155.0,610.0,125.0,215.0,270.0,130.0,35.0,35.0
5901048,    Employed,915.0,145.0,585.0,120.0,200.0,265.0,120.0,35.0,35.0
5901048,    Unemployed,40.0,10.0,20.0,10.0,10.0,10.0,10.0,0.0,0.0
5901048,  Not in the labour force,340.0,35.0,55.0,10.0,10.0,35.0,45.0,120.0,80.0
5901048,Participation rate,73.8,81.6,91.7,89.3,95.6,87.1,76.5,22.6,30.4
5901048,Employment rate,70.4,76.3,88.0,85.7,88.9,85.5,70.6,22.6,30.4
5901048,Unemployment rate,4.2,6.5,3.3,8.0,4.7,3.7,7.7,0.0,0.0
5901801,Total - Labour force activity,55.0,10.0,30.0,10.0,10.0,10.0,10.0,10.0,0.0
5901801,  In the labour force,30.0,0.0,20.0,10.0,0.0,10.0,10.0,10.0,0.0
5901801,    Employed,20.0,0.0,15.0,10.0,0.0,10.0,0.0,0.0,0.0
5901801,    Unemployed,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0
5901801,  Not in the labour force,25.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0
5901801,Participation rate,54.5,0.0,66.7,100.0,0.0,100.0,100.0,100.0,0.0
5901801,Employment rate,36.4,0.0,50.0,100.0,0.0,100.0,0.0,0.0,0.0
5901801,Unemployment rate,33.3,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
5901803,Total - Labour force activity,125.0,35.0,70.0,10.0,25.0,25.0,15.0,10.0,0.0
5901803,  In the labour force,90.0,15.0,60.0,10.0,30.0,25.0,10.0,0.0,0.0
5901803,    Employed,65.0,0.0,50.0,10.0,25.0,20.0,0.0,10.0,0.0
5901803,    Unemployed,20.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
5901803,  Not in the labour force,35.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0
5901803,Participation rate,72.0,42.9,85.7,100.0,100.0,100.0,66.7,0.0,0.0
5901803,Employment rate,52.0,0.0,71.4,100.0,100.0,80.0,0.0,100.0,0.0
5901803,Unemployment rate,22.2,66.7,16.7,0.0,0.0,0.0,0.0,0.0,0.0
5901804,Total - Labour force activity,120.0,30.0,70.0,20.0,25.0,30.0,10.0,0.0,10.0
5901804,  In the labour force,90.0,20.0,60.0,15.0,25.0,25.0,0.0,0.0,0.0
5901804,    Employed,75.0,20.0,50.0,10.0,15.0,20.0,0.0,10.0,0.0
5901804,    Unemployed,15.0,0.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0
5901804,  Not in the labour force,35.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0
5901804,Participation rate,75.0,66.7,85.7,75.0,100.0,83.3,0.0,0.0,0.0
5901804,Employment rate,62.5,66.7,71.4,50.0,60.0,66.7,0.0,0.0,0.0
5901804,Unemployment rate,16.7,0.0,25.0,0.0,0.0,40.0,0.0,0.0,0.0
5901806,Total - Labour force activity,145.0,30.0,80.0,40.0,25.0,20.0,10.0,20.0,0.0
5901806,  In the labour force,115.0,25.0,80.0,35.0,25.0,15.0,10.0,10.0,0.0
5901806,    Employed,105.0,20.0,70.0,30.0,25.0,20.0,10.0,10.0,0.0
5901806,    Unemployed,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
5901806,  Not in the labour force,30.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0
5901806,Participation rate,79.3,83.3,100.0,87.5,100.0,75.0,100.0,50.0,0.0
5901806,Employment rate,72.4,66.7,87.5,75.0,100.0,100.0,100.0,50.0,0.0
5901806,Unemployment rate,8.7,40.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0
5903,Total - Labour force activity,46370.0,6050.0,22370.0,5185.0,7300.0,9880.0,8530.0,5325.0,4095.0
5903,  In the labour force,27965.0,3845.0,18555.0,4115.0,6255.0,8185.0,4695.0,600.0,265.0
5903,    Employed,25920.0,3365.0,17460.0,3835.0,5920.0,7705.0,4255.0,585.0,255.0
5903,    Unemployed,2045.0,480.0,1095.0,280.0,335.0,475.0,440.0,15.0,10.0
5903,  Not in the labour force,18410.0,2205.0,3815.0,1070.0,1045.0,1695.0,3835.0,4725.0,3830.0
5903,Participation rate,60.3,63.6,82.9,79.4,85.7,82.8,55.0,11.3,6.5
5903,Employment rate,55.9,55.6,78.1,74.0,81.1,78.0,49.9,11.0,6.2
5903,Unemployment rate,7.3,12.5,5.9,6.8,5.4,5.8,9.4,2.5,3.8
5903004,Total - Labour force activity,4090.0,425.0,1455.0,310.0,500.0,645.0,740.0,725.0,740.0
5903004,  In the labour force,1760.0,245.0,1175.0,285.0,375.0,510.0,255.0,65.0,15.0
5903004,    Employed,1655.0,220.0,1110.0,280.0,345.0,485.0,245.0,65.0,15.0
5903004,    Unemployed,100.0,30.0,65.0,10.0,30.0,30.0,0.0,0.0,0.0
5903004,  Not in the labour force,2335.0,180.0,280.0,25.0,120.0,130.0,490.0,660.0,725.0
5903004,Participation rate,43.0,57.6,80.8,91.9,75.0,79.1,34.5,9.0,2.0
5903004,Employment rate,40.5,51.8,76.3,90.3,69.0,75.2,33.1,9.0,2.0
5903004,Unemployment rate,5.7,12.2,5.5,3.5,8.0,5.9,0.0,0.0,0.0
5903010,Total - Labour force activity,1775.0,125.0,710.0,105.0,235.0,365.0,480.0,315.0,150.0
5903010,  In the labour force,815.0,45.0,500.0,60.0,195.0,245.0,230.0,20.0,15.0
5903010,    Employed,705.0,45.0,455.0,55.0,190.0,210.0,170.0,25.0,15.0
5903010,    Unemployed,115.0,0.0,50.0,10.0,10.0,35.0,60.0,0.0,0.0
5903010,  Not in the labour force,955.0,80.0,205.0,45.0,40.0,115.0,250.0,290.0,130.0
5903010,Participation rate,45.9,36.0,70.4,57.1,83.0,67.1,47.9,6.3,10.0
5903010,Employment rate,39.7,36.0,64.1,52.4,80.9,57.5,35.4,7.9,10.0
5903010,Unemployment rate,14.1,0.0,10.0,16.7,5.1,14.3,26.1,0.0,0.0
5903011,Total - Labour force activity,825.0,105.0,445.0,150.0,120.0,175.0,125.0,80.0,65.0
5903011,  In the labour force,405.0,50.0,310.0,105.0,95.0,110.0,35.0,0.0,0.0
5903011,    Employed,345.0,15.0,290.0,105.0,95.0,95.0,35.0,0.0,0.0
5903011,    Unemployed,60.0,35.0,20.0,0.0,0.0,15.0,10.0,0.0,10.0
5903011,  Not in the labour force,420.0,50.0,130.0,45.0,20.0,65.0,85.0,85.0,65.0
5903011,Participation rate,49.1,47.6,69.7,70.0,79.2,62.9,28.0,0.0,0.0
5903011,Employment rate,41.8,14.3,65.2,70.0,79.2,54.3,28.0,0.0,0.0
5903011,Unemployment rate,14.8,70.0,6.5,0.0,0.0,13.6,28.6,0.0,0.0
5903013,Total - Labour force activity,3625.0,545.0,1425.0,265.0,460.0,700.0,780.0,535.0,340.0
5903013,  In the labour force,2050.0,295.0,1145.0,200.0,390.0,555.0,415.0,125.0,65.0
5903013,    Employed,1930.0,270.0,1085.0,185.0,370.0,535.0,390.0,125.0,60.0
5903013,    Unemployed,125.0,30.0,55.0,15.0,15.0,20.0,30.0,0.0,10.0
5903013,  Not in the labour force,1575.0,250.0,280.0,65.0,70.0,145.0,360.0,410.0,275.0
5903013,Participation rate,56.6,54.1,80.4,75.5,84.8,79.3,53.2,23.4,19.1
5903013,Employment rate,53.2,49.5,76.1,69.8,80.4,76.4,50.0,23.4,17.6
5903013,Unemployment rate,6.1,10.2,4.8,7.5,3.8,3.6,7.2,0.0,15.4
5903015,Total - Labour force activity,7570.0,1200.0,4000.0,1195.0,1295.0,1510.0,1125.0,575.0,665.0
5903015,  In the labour force,5005.0,790.0,3460.0,960.0,1170.0,1325.0,685.0,60.0,15.0
5903015,    Employed,4755.0,680.0,3350.0,905.0,1140.0,1300.0,650.0,55.0,15.0
