Geography,Labour Force Ac,Total - Age groups,  15-24 years,    15-19 years,    20-24 years,  25-34 years,  35-44 years,  45-54 years,  55-64 years,  65 years and over
5915007,Unemployment rate,6.1,12.1,21.1,8.6,4.2,7.2,3.5,7.1,3.7
5915011,Total - Labour force activity,74010.0,13425.0,7170.0,6255.0,12185.0,16460.0,15080.0,8070.0,8785.0
5915011,  Total labour force,53465.0,9400.0,3935.0,5460.0,10605.0,14515.0,13200.0,4995.0,750.0
5915011,    Employed,49530.0,8075.0,3290.0,4785.0,9800.0,13715.0,12645.0,4590.0,705.0
5915011,    Unemployed,3935.0,1330.0,650.0,680.0,805.0,795.0,555.0,400.0,50.0
5915011,  Not in the labour force,20545.0,4030.0,3235.0,790.0,1575.0,1945.0,1880.0,3080.0,8030.0
5915011,Participation rate,72.2,70.0,54.9,87.3,87.0,88.2,87.5,61.9,8.5
5915011,Employment rate,66.9,60.1,45.9,76.5,80.4,83.3,83.9,56.9,8.0
5915011,Unemployment rate,7.4,14.1,16.5,12.5,7.6,5.5,4.2,8.0,6.7
5915015,Total - Labour force activity,120200.0,21305.0,11225.0,10080.0,22005.0,26575.0,22170.0,12440.0,15705.0
5915015,  Total labour force,76765.0,11600.0,4385.0,7215.0,18075.0,21145.0,17980.0,6610.0,1355.0
5915015,    Employed,70755.0,10055.0,3730.0,6325.0,16645.0,19690.0,17030.0,6105.0,1225.0
5915015,    Unemployed,6015.0,1545.0,655.0,890.0,1435.0,1455.0,945.0,500.0,125.0
5915015,  Not in the labour force,43435.0,9705.0,6835.0,2865.0,3930.0,5425.0,4195.0,5835.0,14350.0
5915015,Participation rate,63.9,54.4,39.1,71.6,82.1,79.6,81.1,53.1,8.6
5915015,Employment rate,58.9,47.2,33.2,62.7,75.6,74.1,76.8,49.1,7.8
5915015,Unemployment rate,7.8,13.3,14.9,12.3,7.9,6.9,5.3,7.6,9.2
5915018,Total - Labour force activity,5465.0,1095.0,305.0,790.0,1880.0,1000.0,610.0,385.0,495.0
5915018,  Total labour force,3695.0,715.0,120.0,595.0,1330.0,775.0,515.0,235.0,125.0
5915018,    Employed,3405.0,590.0,100.0,490.0,1210.0,735.0,515.0,230.0,120.0
5915018,    Unemployed,285.0,120.0,15.0,105.0,120.0,35.0,0.0,10.0,10.0
5915018,  Not in the labour force,1770.0,385.0,185.0,195.0,555.0,220.0,95.0,150.0,365.0
5915018,Participation rate,67.6,65.3,39.3,75.3,70.7,77.5,84.4,61.0,25.3
5915018,Employment rate,62.3,53.9,32.8,62.0,64.4,73.5,84.4,59.7,24.2
5915018,Unemployment rate,7.7,16.8,12.5,17.6,9.0,4.5,0.0,4.3,8.0
5915022,Total - Labour force activity,436725.0,68340.0,27510.0,40830.0,109340.0,88465.0,65770.0,43000.0,61805.0
5915022,  Total labour force,285930.0,39975.0,9570.0,30405.0,93570.0,72900.0,51670.0,22430.0,5375.0
5915022,    Employed,258015.0,33720.0,7605.0,26105.0,85255.0,66100.0,47440.0,20465.0,5035.0
5915022,    Unemployed,27915.0,6260.0,1965.0,4295.0,8310.0,6800.0,4230.0,1965.0,345.0
5915022,  Not in the labour force,150795.0,28365.0,17940.0,10425.0,15770.0,15565.0,14100.0,20570.0,56425.0
5915022,Participation rate,65.5,58.5,34.8,74.5,85.6,82.4,78.6,52.2,8.7
5915022,Employment rate,59.1,49.3,27.6,63.9,78.0,74.7,72.1,47.6,8.1
5915022,Unemployment rate,9.8,15.7,20.5,14.1,8.9,9.3,8.2,8.8,6.4
5915025,Total - Labour force activity,147855.0,25330.0,11185.0,14145.0,32440.0,29735.0,22690.0,15875.0,21785.0
5915025,  Total labour force,93965.0,14285.0,3980.0,10310.0,26920.0,24615.0,18130.0,8530.0,1485.0
5915025,    Employed,85485.0,12240.0,3195.0,9040.0,24515.0,22590.0,16855.0,7910.0,1375.0
5915025,    Unemployed,8485.0,2045.0,780.0,1270.0,2405.0,2025.0,1275.0,620.0,110.0
5915025,  Not in the labour force,53885.0,11040.0,7205.0,3835.0,5515.0,5125.0,4560.0,7345.0,20300.0
5915025,Participation rate,63.6,56.4,35.6,72.9,83.0,82.8,79.9,53.7,6.8
5915025,Employment rate,57.8,48.3,28.6,63.9,75.6,76.0,74.3,49.8,6.3
5915025,Unemployment rate,9.0,14.3,19.6,12.3,8.9,8.2,7.0,7.3,7.4
5915029,Total - Labour force activity,41870.0,5755.0,2150.0,3600.0,10045.0,8665.0,6305.0,4005.0,7090.0
5915029,  Total labour force,28300.0,3955.0,1100.0,2850.0,8680.0,7545.0,5270.0,2295.0,560.0
5915029,    Employed,25500.0,3375.0,930.0,2445.0,7840.0,6835.0,4860.0,2080.0,515.0
5915029,    Unemployed,2795.0,580.0,175.0,405.0,835.0,705.0,410.0,210.0,45.0
5915029,  Not in the labour force,13570.0,1800.0,1050.0,755.0,1370.0,1125.0,1035.0,1715.0,6530.0
5915029,Participation rate,67.6,68.7,51.2,79.2,86.4,87.1,83.6,57.3,7.9
5915029,Employment rate,60.9,58.6,43.3,67.9,78.0,78.9,77.1,51.9,7.3
5915029,Unemployment rate,9.9,14.7,15.9,14.2,9.6,9.3,7.8,9.2,8.0
5915034,Total - Labour force activity,79215.0,13560.0,6815.0,6740.0,16685.0,19040.0,13910.0,8090.0,7930.0
5915034,  Total labour force,55400.0,8425.0,3005.0,5415.0,14380.0,15830.0,11515.0,4615.0,635.0
5915034,    Employed,51375.0,7355.0,2530.0,4825.0,13195.0,14935.0,10975.0,4335.0,585.0
5915034,    Unemployed,4025.0,1065.0,475.0,590.0,1190.0,900.0,540.0,280.0,50.0
5915034,  Not in the labour force,23815.0,5135.0,3810.0,1325.0,2305.0,3205.0,2395.0,3475.0,7295.0
5915034,Participation rate,69.9,62.1,44.1,80.3,86.2,83.1,82.8,57.0,8.0
5915034,Employment rate,64.9,54.2,37.1,71.6,79.1,78.4,78.9,53.6,7.4
5915034,Unemployment rate,7.3,12.6,15.8,10.9,8.3,5.7,4.7,6.1,7.9
5915036,Total - Labour force activity,535.0,80.0,50.0,35.0,65.0,130.0,155.0,60.0,40.0
5915036,  Total labour force,445.0,60.0,25.0,30.0,60.0,120.0,150.0,50.0,10.0
5915036,    Employed,425.0,55.0,25.0,35.0,55.0,120.0,135.0,50.0,0.0
5915036,    Unemployed,20.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0
5915036,  Not in the labour force,85.0,20.0,20.0,0.0,0.0,10.0,10.0,10.0,30.0
5915036,Participation rate,83.2,75.0,50.0,85.7,92.3,92.3,96.8,83.3,25.0
5915036,Employment rate,79.4,68.8,50.0,100.0,84.6,92.3,87.1,83.3,0.0
5915036,Unemployment rate,4.5,0.0,0.0,0.0,16.7,0.0,6.7,0.0,0.0
5915038,Total - Labour force activity,735.0,100.0,45.0,55.0,140.0,210.0,130.0,90.0,60.0
5915038,  Total labour force,555.0,45.0,0.0,35.0,130.0,200.0,110.0,55.0,10.0
5915038,    Employed,530.0,45.0,0.0,40.0,115.0,200.0,110.0,55.0,10.0
5915038,    Unemployed,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
5915038,  Not in the labour force,175.0,50.0,35.0,15.0,10.0,10.0,20.0,35.0,50.0
5915038,Participation rate,75.5,45.0,0.0,63.6,92.9,95.2,84.6,61.1,16.7
5915038,Employment rate,72.1,45.0,0.0,72.7,82.1,95.2,84.6,61.1,16.7
5915038,Unemployment rate,3.6,0.0,0.0,0.0,15.4,0.0,0.0,0.0,0.0
5915039,Total - Labour force activity,35180.0,6025.0,3105.0,2915.0,8390.0,9245.0,5840.0,3025.0,2660.0
5915039,  Total labour force,26195.0,3980.0,1545.0,2435.0,7310.0,8045.0,4900.0,1785.0,180.0
5915039,    Employed,24170.0,3385.0,1255.0,2135.0,6690.0,7595.0,4680.0,1645.0,170.0
5915039,    Unemployed,2025.0,590.0,295.0,300.0,625.0,445.0,220.0,140.0,10.0
5915039,  Not in the labour force,8985.0,2050.0,1565.0,480.0,1080.0,1205.0,935.0,1230.0,2485.0
5915039,Participation rate,74.5,66.1,49.8,83.5,87.1,87.0,83.9,59.0,6.8
5915039,Employment rate,68.7,56.2,40.4,73.2,79.7,82.2,80.1,54.4,6.4
5915039,Unemployment rate,7.7,14.8,19.1,12.3,8.5,5.5,4.5,7.8,5.6
5915043,Total - Labour force activity,16020.0,2570.0,1330.0,1240.0,3595.0,4175.0,2895.0,1575.0,1205.0
5915043,  Total labour force,12410.0,1755.0,695.0,1060.0,3235.0,3705.0,2535.0,1065.0,115.0
5915043,    Employed,11630.0,1555.0,610.0,940.0,3010.0,3515.0,2430.0,1010.0,115.0
5915043,    Unemployed,785.0,205.0,85.0,120.0,230.0,190.0,105.0,55.0,0.0
5915043,  Not in the labour force,3610.0,815.0,640.0,175.0,355.0,470.0,365.0,515.0,1090.0
5915043,Participation rate,77.5,68.3,52.3,85.5,90.0,88.7,87.6,67.6,9.5
5915043,Employment rate,72.6,60.5,45.9,75.8,83.7,84.2,83.9,64.1,9.5
5915043,Unemployment rate,6.3,11.7,12.2,11.3,7.1,5.1,4.1,5.2,0.0
5915046,Total - Labour force activity,63235.0,10035.0,5380.0,4655.0,9830.0,14925.0,12825.0,7510.0,8100.0
5915046,  Total labour force,45875.0,6540.0,2765.0,3780.0,8610.0,13205.0,11380.0,5075.0,1065.0
5915046,    Employed,43575.0,5805.0,2455.0,3350.0,8140.0,12735.0,11025.0,4875.0,995.0
5915046,    Unemployed,2295.0,735.0,310.0,425.0,470.0,470.0,350.0,200.0,70.0
5915046,  Not in the labour force,17360.0,3495.0,2620.0,875.0,1225.0,1720.0,1450.0,2435.0,7035.0
5915046,Participation rate,72.5,65.2,51.4,81.2,87.6,88.5,88.7,67.6,13.1
5915046,Employment rate,68.9,57.8,45.6,72.0,82.8,85.3,86.0,64.9,12.3
5915046,Unemployment rate,5.0,11.2,11.2,11.2,5.5,3.6,3.1,3.9,6.6
5915051,Total - Labour force activity,35125.0,4830.0,1920.0,2910.0,8910.0,7890.0,5055.0,3315.0,5130.0
5915051,  Total labour force,25160.0,3335.0,980.0,2355.0,7840.0,7005.0,4455.0,2075.0,450.0
5915051,    Employed,23330.0,2975.0,860.0,2115.0,7255.0,6505.0,4190.0,1975.0,425.0
5915051,    Unemployed,1830.0,360.0,120.0,240.0,585.0,505.0,265.0,95.0,25.0
5915051,  Not in the labour force,9965.0,1500.0,945.0,555.0,1070.0,880.0,600.0,1240.0,4680.0
5915051,Participation rate,71.6,69.0,51.0,80.9,88.0,88.8,88.1,62.6,8.8
5915051,Employment rate,66.4,61.6,44.8,72.7,81.4,82.4,82.9,59.6,8.3
5915051,Unemployment rate,7.3,10.8,12.2,10.2,7.5,7.2,5.9,4.6,5.6
5915055,Total - Labour force activity,33990.0,4900.0,2740.0,2165.0,3330.0,5660.0,7305.0,4865.0,7930.0
5915055,  Total labour force,20810.0,2560.0,1095.0,1465.0,2800.0,4665.0,6155.0,3320.0,1315.0
5915055,    Employed,19910.0,2195.0,905.0,1300.0,2655.0,4545.0,5975.0,3245.0,1285.0
5915055,    Unemployed,905.0,360.0,190.0,170.0,145.0,125.0,175.0,70.0,25.0
5915055,  Not in the labour force,13180.0,2340.0,1645.0,695.0,535.0,990.0,1155.0,1545.0,6615.0
5915055,Participation rate,61.2,52.2,40.0,67.7,84.1,82.4,84.3,68.2,16.6
5915055,Employment rate,58.6,44.8,33.0,60.0,79.7,80.3,81.8,66.7,16.2
5915055,Unemployment rate,4.3,14.1,17.4,11.6,5.2,2.7,2.8,2.1,1.9
5915063,Total - Labour force activity,2320.0,255.0,150.0,105.0,305.0,655.0,525.0,220.0,360.0
5915063,  Total labour force,1725.0,180.0,105.0,70.0,265.0,595.0,475.0,130.0,80.0
5915063,    Employed,1640.0,155.0,100.0,55.0,245.0,585.0,470.0,110.0,80.0
5915063,    Unemployed,80.0,25.0,10.0,15.0,20.0,10.0,10.0,15.0,0.0
5915063,  Not in the labour force,595.0,70.0,40.0,30.0,40.0,60.0,50.0,85.0,280.0
5915063,Participation rate,74.4,70.6,70.0,66.7,86.9,90.8,90.5,59.1,22.2
5915063,Employment rate,70.7,60.8,66.7,52.4,80.3,89.3,89.5,50.0,22.2
5915063,Unemployment rate,4.6,13.9,9.5,21.4,7.5,1.7,2.1,11.5,0.0
5915065,Total - Labour force activity,1065.0,125.0,80.0,45.0,135.0,280.0,300.0,170.0,55.0
5915065,  Total labour force,840.0,75.0,30.0,45.0,110.0,260.0,250.0,135.0,10.0
5915065,    Employed,815.0,70.0,30.0,40.0,100.0,255.0,255.0,125.0,10.0
5915065,    Unemployed,30.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0
5915065,  Not in the labour force,225.0,50.0,50.0,0.0,30.0,20.0,50.0,40.0,45.0
5915065,Participation rate,78.9,60.0,37.5,100.0,81.5,92.9,83.3,79.4,18.2
5915065,Employment rate,76.5,56.0,37.5,88.9,74.1,91.1,85.0,73.5,18.2
5915065,Unemployment rate,3.6,0.0,0.0,0.0,9.1,3.8,0.0,7.4,0.0
5915070,Total - Labour force activity,10125.0,1620.0,870.0,750.0,2100.0,2480.0,1710.0,945.0,1265.0
5915070,  Total labour force,7160.0,1065.0,425.0,640.0,1755.0,2165.0,1500.0,540.0,135.0
5915070,    Employed,6605.0,915.0,335.0,580.0,1645.0,2020.0,1420.0,470.0,130.0
5915070,    Unemployed,550.0,145.0,85.0,60.0,110.0,145.0,75.0,70.0,10.0
5915070,  Not in the labour force,2965.0,555.0,445.0,110.0,345.0,320.0,210.0,405.0,1130.0
5915070,Participation rate,70.7,65.7,48.9,85.3,83.6,87.3,87.7,57.1,10.7
5915070,Employment rate,65.2,56.5,38.5,77.3,78.3,81.5,83.0,49.7,10.3
5915070,Unemployment rate,7.7,13.6,20.0,9.4,6.3,6.7,5.0,13.0,7.4
5915075,Total - Labour force activity,41920.0,6575.0,3750.0,2820.0,8640.0,10460.0,6765.0,4135.0,5355.0
5915075,  Total labour force,28910.0,4315.0,2010.0,2300.0,7195.0,9045.0,5680.0,2200.0,475.0
5915075,    Employed,26715.0,3600.0,1580.0,2020.0,6715.0,8495.0,5405.0,2060.0,440.0
5915075,    Unemployed,2195.0,710.0,430.0,280.0,485.0,555.0,275.0,140.0,35.0
5915075,  Not in the labour force,13015.0,2260.0,1735.0,520.0,1445.0,1410.0,1080.0,1935.0,4885.0
5915075,Participation rate,69.0,65.6,53.6,81.6,83.3,86.5,84.0,53.2,8.9
5915075,Employment rate,63.7,54.8,42.1,71.6,77.7,81.2,79.9,49.8,8.2
5915075,Unemployment rate,7.6,16.5,21.4,12.2,6.7,6.1,4.8,6.4,7.4
5915801,Total - Labour force activity,160.0,10.0,10.0,0.0,10.0,50.0,50.0,20.0,15.0
5915801,  Total labour force,95.0,10.0,10.0,0.0,10.0,45.0,35.0,10.0,0.0
5915801,    Employed,65.0,0.0,0.0,0.0,10.0,30.0,25.0,10.0,0.0
5915801,    Unemployed,35.0,0.0,0.0,0.0,10.0,15.0,10.0,0.0,0.0
5915801,  Not in the labour force,60.0,10.0,0.0,0.0,0.0,10.0,15.0,15.0,15.0
5915801,Participation rate,59.4,100.0,100.0,0.0,100.0,90.0,70.0,50.0,0.0
5915801,Employment rate,40.6,0.0,0.0,0.0,100.0,60.0,50.0,50.0,0.0
5915801,Unemployment rate,36.8,0.0,0.0,0.0,100.0,33.3,28.6,0.0,0.0
5915802,Total - Labour force activity,420.0,80.0,65.0,25.0,45.0,80.0,85.0,70.0,50.0
5915802,  Total labour force,255.0,45.0,25.0,15.0,35.0,60.0,70.0,45.0,10.0
5915802,    Employed,215.0,20.0,10.0,10.0,30.0,50.0,70.0,30.0,0.0
5915802,    Unemployed,45.0,20.0,10.0,10.0,10.0,0.0,0.0,10.0,0.0
5915802,  Not in the labour force,160.0,40.0,35.0,10.0,10.0,20.0,15.0,30.0,45.0
5915802,Participation rate,60.7,56.2,38.5,60.0,77.8,75.0,82.4,64.3,20.0
5915802,Employment rate,51.2,25.0,15.4,40.0,66.7,62.5,82.4,42.9,0.0
5915802,Unemployment rate,17.6,44.4,40.0,66.7,28.6,0.0,0.0,22.2,0.0
5915803,Total - Labour force activity,1105.0,195.0,115.0,80.0,125.0,200.0,235.0,155.0,195.0
5915803,  Total labour force,615.0,100.0,45.0,55.0,80.0,145.0,150.0,100.0,30.0
5915803,    Employed,565.0,85.0,40.0,45.0,70.0,140.0,135.0,100.0,30.0
5915803,    Unemployed,50.0,15.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0
5915803,  Not in the labour force,490.0,90.0,65.0,25.0,40.0,55.0,80.0,50.0,160.0
5915803,Participation rate,55.7,51.3,39.1,68.8,64.0,72.5,63.8,64.5,15.4
5915803,Employment rate,51.1,43.6,34.8,56.2,56.0,70.0,57.4,64.5,15.4
5915803,Unemployment rate,8.1,15.0,22.2,18.2,12.5,6.9,6.7,0.0,0.0
5915806,Total - Labour force activity,375.0,35.0,10.0,30.0,180.0,60.0,60.0,15.0,20.0
5915806,  Total labour force,310.0,30.0,0.0,25.0,170.0,55.0,50.0,10.0,0.0
5915806,    Employed,280.0,20.0,0.0,20.0,160.0,55.0,50.0,10.0,0.0
5915806,    Unemployed,25.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0
5915806,  Not in the labour force,65.0,10.0,10.0,0.0,10.0,0.0,10.0,10.0,20.0
5915806,Participation rate,82.7,85.7,0.0,83.3,94.4,91.7,83.3,66.7,0.0
5915806,Employment rate,74.7,57.1,0.0,66.7,88.9,91.7,83.3,66.7,0.0
5915806,Unemployment rate,8.1,0.0,0.0,0.0,5.9,18.2,20.0,0.0,0.0
5915807,Total - Labour force activity,255.0,60.0,25.0,30.0,45.0,60.0,40.0,30.0,30.0
5915807,  Total labour force,135.0,30.0,10.0,25.0,30.0,35.0,20.0,15.0,0.0
5915807,    Employed,110.0,20.0,10.0,15.0,25.0,30.0,20.0,10.0,0.0
5915807,    Unemployed,25.0,10.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0
5915807,  Not in the labour force,120.0,25.0,15.0,10.0,15.0,25.0,15.0,10.0,30.0
5915807,Participation rate,52.9,50.0,40.0,83.3,66.7,58.3,50.0,50.0,0.0
5915807,Employment rate,43.1,33.3,40.0,50.0,55.6,50.0,50.0,33.3,0.0
5915807,Unemployment rate,18.5,33.3,0.0,40.0,33.3,28.6,0.0,0.0,0.0
5915808,Total - Labour force activity,1940.0,215.0,85.0,130.0,355.0,310.0,275.0,205.0,575.0
5915808,  Total labour force,1010.0,115.0,10.0,105.0,305.0,260.0,190.0,115.0,30.0
5915808,    Employed,880.0,100.0,10.0,90.0,250.0,230.0,165.0,100.0,30.0
5915808,    Unemployed,130.0,15.0,0.0,10.0,55.0,25.0,20.0,15.0,0.0
5915808,  Not in the labour force,930.0,100.0,75.0,25.0,50.0,55.0,85.0,90.0,545.0
5915808,Participation rate,52.1,53.5,11.8,80.8,85.9,83.9,69.1,56.1,5.2
5915808,Employment rate,45.4,46.5,11.8,69.2,70.4,74.2,60.0,48.8,5.2
5915808,Unemployment rate,12.9,13.0,0.0,9.5,18.0,9.6,10.5,13.0,0.0
5915816,Total - Labour force activity,45.0,15.0,10.0,0.0,10.0,10.0,10.0,0.0,0.0
5915816,  Total labour force,40.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0
5915816,    Employed,35.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0
5915816,    Unemployed,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5915816,  Not in the labour force,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
5915816,Participation rate,88.9,66.7,0.0,0.0,100.0,100.0,0.0,0.0,0.0
5915816,Employment rate,77.8,66.7,100.0,0.0,100.0,100.0,0.0,0.0,0.0
5915816,Unemployment rate,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5915825,Total - Labour force activity,430.0,0.0,0.0,0.0,15.0,10.0,0.0,70.0,340.0
5915825,  Total labour force,45.0,0.0,0.0,0.0,10.0,10.0,0.0,20.0,15.0
5915825,    Employed,45.0,0.0,0.0,0.0,10.0,0.0,0.0,20.0,10.0
5915825,    Unemployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5915825,  Not in the labour force,390.0,10.0,0.0,0.0,0.0,0.0,0.0,50.0,330.0
5915825,Participation rate,10.5,0.0,0.0,0.0,66.7,100.0,0.0,28.6,4.4
5915825,Employment rate,10.5,0.0,0.0,0.0,66.7,0.0,0.0,28.6,2.9
5915825,Unemployment rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5915830,Total - Labour force activity,120.0,35.0,25.0,10.0,20.0,35.0,15.0,10.0,10.0
5915830,  Total labour force,50.0,15.0,10.0,10.0,15.0,15.0,10.0,0.0,0.0
5915830,    Employed,40.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,0.0
5915830,    Unemployed,15.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
5915830,  Not in the labour force,70.0,20.0,15.0,0.0,10.0,25.0,10.0,10.0,0.0
5915830,Participation rate,41.7,42.9,40.0,100.0,75.0,42.9,66.7,0.0,0.0
5915830,Employment rate,33.3,28.6,40.0,0.0,50.0,28.6,66.7,0.0,0.0
5915830,Unemployment rate,30.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
5917,Total - Labour force activity,260715.0,39060.0,18045.0,21015.0,46115.0,51565.0,42760.0,27365.0,53840.0
5917,  Total labour force,167915.0,27410.0,9855.0,17555.0,40135.0,45380.0,36670.0,14605.0,3710.0
5917,    Employed,154930.0,23475.0,8285.0,15185.0,36715.0,42725.0,34710.0,13770.0,3530.0
5917,    Unemployed,12980.0,3930.0,1565.0,2365.0,3420.0,2655.0,1960.0,835.0,175.0
5917,  Not in the labour force,92800.0,11655.0,8190.0,3465.0,5980.0,6185.0,6095.0,12760.0,50130.0
5917,Participation rate,64.4,70.2,54.6,83.5,87.0,88.0,85.8,53.4,6.9
5917,Employment rate,59.4,60.1,45.9,72.3,79.6,82.9,81.2,50.3,6.6
5917,Unemployment rate,7.7,14.3,15.9,13.5,8.5,5.9,5.3,5.7,4.7
5917005,Total - Labour force activity,8575.0,1060.0,640.0,420.0,725.0,1700.0,1915.0,1295.0,1875.0
5917005,  Total labour force,5375.0,685.0,330.0,360.0,620.0,1540.0,1645.0,665.0,220.0
5917005,    Employed,5125.0,600.0,265.0,335.0,580.0,1490.0,1585.0,645.0,215.0
5917005,    Unemployed,255.0,85.0,60.0,20.0,45.0,50.0,60.0,15.0,0.0
5917005,  Not in the labour force,3195.0,375.0,310.0,60.0,105.0,155.0,270.0,635.0,1655.0
5917005,Participation rate,62.7,64.6,51.6,85.7,85.5,90.6,85.9,51.4,11.7
5917005,Employment rate,59.8,56.6,41.4,79.8,80.0,87.6,82.8,49.8,11.5
5917005,Unemployment rate,4.7,12.4,18.2,5.6,7.3,3.2,3.6,2.3,0.0
5917010,Total - Labour force activity,9050.0,885.0,480.0,400.0,1130.0,1435.0,1235.0,1015.0,3355.0
5917010,  Total labour force,4640.0,605.0,290.0,315.0,1030.0,1235.0,1035.0,565.0,170.0
5917010,    Employed,4255.0,515.0,245.0,275.0,925.0,1160.0,995.0,505.0,155.0
5917010,    Unemployed,380.0,90.0,45.0,40.0,105.0,75.0,40.0,60.0,15.0
5917010,  Not in the labour force,4410.0,280.0,195.0,90.0,100.0,200.0,200.0,450.0,3180.0
5917010,Participation rate,51.3,68.4,60.4,78.8,91.2,86.1,83.8,55.7,5.1
5917010,Employment rate,47.0,58.2,51.0,68.8,81.9,80.8,80.6,49.8,4.6
5917010,Unemployment rate,8.2,14.9,15.5,12.7,10.2,6.1,3.9,10.6,8.8
5917015,Total - Labour force activity,11735.0,1650.0,955.0,690.0,1550.0,2525.0,2230.0,1340.0,2445.0
5917015,  Total labour force,7875.0,1255.0,595.0,655.0,1465.0,2365.0,1935.0,730.0,120.0
5917015,    Employed,7470.0,1100.0,525.0,580.0,1380.0,2260.0,1915.0,695.0,110.0
5917015,    Unemployed,405.0,155.0,75.0,80.0,85.0,105.0,20.0,25.0,10.0
5917015,  Not in the labour force,3865.0,390.0,355.0,30.0,85.0,160.0,295.0,610.0,2330.0
5917015,Participation rate,67.1,76.1,62.3,94.9,94.5,93.7,86.8,54.5,4.9
5917015,Employment rate,63.7,66.7,55.0,84.1,89.0,89.5,85.9,51.9,4.5
5917015,Unemployment rate,5.1,12.4,12.6,12.2,5.8,4.4,1.0,3.4,8.3
5917021,Total - Labour force activity,82955.0,13540.0,6525.0,7015.0,13635.0,16210.0,13965.0,9305.0,16295.0
5917021,  Total labour force,53885.0,9285.0,3570.0,5710.0,11895.0,14195.0,12145.0,5140.0,1220.0
5917021,    Employed,50265.0,8115.0,3125.0,4990.0,11035.0,13505.0,11595.0,4820.0,1190.0
5917021,    Unemployed,3625.0,1165.0,440.0,725.0,865.0,690.0,550.0,320.0,30.0
5917021,  Not in the labour force,29065.0,4260.0,2955.0,1300.0,1740.0,2015.0,1815.0,4160.0,15075.0
5917021,Participation rate,65.0,68.6,54.7,81.4,87.2,87.6,87.0,55.2,7.5
5917021,Employment rate,60.6,59.9,47.9,71.1,80.9,83.3,83.0,51.8,7.3
5917021,Unemployment rate,6.7,12.5,12.3,12.7,7.3,4.9,4.5,6.2,2.5
5917025,Total - Labour force activity,11150.0,1210.0,660.0,550.0,1000.0,2015.0,2245.0,1730.0,2945.0
5917025,  Total labour force,6415.0,855.0,420.0,435.0,855.0,1780.0,1875.0,725.0,325.0
5917025,    Employed,5960.0,715.0,375.0,340.0,770.0,1715.0,1765.0,705.0,290.0
5917025,    Unemployed,455.0,135.0,45.0,95.0,85.0,65.0,110.0,25.0,30.0
5917025,  Not in the labour force,4730.0,355.0,245.0,115.0,145.0,235.0,370.0,1005.0,2620.0
5917025,Participation rate,57.5,70.7,63.6,79.1,85.5,88.3,83.5,41.9,11.0
5917025,Employment rate,53.5,59.1,56.8,61.8,77.0,85.1,78.6,40.8,9.8
5917025,Unemployment rate,7.1,15.8,10.7,21.8,9.9,3.7,5.9,3.4,9.2
5917030,Total - Labour force activity,14855.0,2015.0,1095.0,920.0,1390.0,2455.0,2710.0,1545.0,4735.0
5917030,  Total labour force,8390.0,1295.0,540.0,755.0,1200.0,2145.0,2425.0,925.0,400.0
5917030,    Employed,7755.0,1075.0,480.0,595.0,1075.0,2035.0,2285.0,890.0,385.0
5917030,    Unemployed,635.0,220.0,55.0,160.0,125.0,110.0,140.0,35.0,15.0
5917030,  Not in the labour force,6460.0,720.0,555.0,165.0,190.0,310.0,285.0,620.0,4335.0
5917030,Participation rate,56.5,64.3,49.3,82.1,86.3,87.4,89.5,59.9,8.4
5917030,Employment rate,52.2,53.3,43.8,64.7,77.3,82.9,84.3,57.6,8.1
5917030,Unemployment rate,7.6,17.0,10.2,21.2,10.4,5.1,5.8,3.8,3.8
5917034,Total - Labour force activity,63060.0,9815.0,2945.0,6870.0,14545.0,11295.0,8745.0,5025.0,13630.0
5917034,  Total labour force,40760.0,7575.0,1655.0,5920.0,12645.0,9775.0,7290.0,2720.0,750.0
5917034,    Employed,36855.0,6440.0,1290.0,5150.0,11500.0,8880.0,6760.0,2545.0,725.0
5917034,    Unemployed,3905.0,1135.0,370.0,765.0,1145.0,890.0,530.0,175.0,30.0
5917034,  Not in the labour force,22295.0,2240.0,1290.0,955.0,1895.0,1525.0,1460.0,2300.0,12880.0
5917034,Participation rate,64.6,77.2,56.2,86.2,86.9,86.5,83.4,54.1,5.5
5917034,Employment rate,58.4,65.6,43.8,75.0,79.1,78.6,77.3,50.6,5.3
5917034,Unemployment rate,9.6,15.0,22.4,12.9,9.1,9.1,7.3,6.4,4.0
